Date,open,high,low,adj_close
2020-01-02,1348.41,1368.68,1346.49,1368.68
2020-01-03,1348.0,1373.75,1347.3236,1361.52
2020-01-06,1351.63,1398.32,1351.0,1397.81
2020-01-07,1400.46,1403.5,1391.555,1395.11
2020-01-08,1394.82,1411.85,1392.63,1405.04
2020-01-09,1421.93,1428.68,1410.21,1419.79
2020-01-10,1429.47,1434.9399,1419.5977,1428.96
2020-01-13,1435.25,1441.48,1425.37,1440.03
2020-01-14,1440.0,1442.63,1427.77,1430.59
2020-01-15,1433.02,1440.78,1431.66,1439.2
2020-01-16,1445.45,1450.7,1440.0,1450.16
2020-01-17,1462.54,1480.55,1456.55,1479.52
2020-01-21,1479.0,1489.8845,1470.21,1482.25
2020-01-22,1489.73,1500.5812,1482.6614,1484.17
2020-01-23,1487.55,1493.5,1480.32,1484.69
2020-01-24,1492.82,1494.2,1463.1796,1466.17
2020-01-27,1431.54,1436.58,1419.5,1431.73
2020-01-28,1441.74,1454.8,1430.36,1450.5
2020-01-29,1458.46,1464.14,1445.385,1456.7
2020-01-30,1438.1,1455.25,1435.0,1454.25
2020-01-31,1467.86,1469.67,1427.06,1432.78
2020-02-03,1461.65,1486.3,1456.61,1482.6
2020-02-04,1454.49,1467.335,1422.03,1445.41
2020-02-05,1463.61,1464.58,1429.675,1446.05
2020-02-06,1451.98,1481.56,1450.48,1475.97
2020-02-07,1467.385,1485.245,1465.41,1479.11
2020-02-10,1477.23,1508.88,1475.2,1508.66
2020-02-11,1513.27,1529.8799,1505.4501,1510.06
2020-02-12,1515.86,1520.3,1508.67,1518.63
2020-02-13,1510.0,1525.946,1504.0,1513.39
2020-02-14,1514.53,1520.05,1505.55,1518.73
2020-02-18,1514.34,1530.555,1511.01,1519.44
2020-02-19,1527.2,1530.74,1520.976,1524.87
2020-02-20,1519.01,1527.07,1504.255,1516.99
2020-02-21,1504.58,1510.945,1478.49,1483.46
2020-02-24,1423.05,1436.38,1406.79,1419.86
2020-02-25,1431.0,1436.847,1380.42,1386.32
2020-02-26,1394.98,1413.67,1376.5501,1390.47
2020-02-27,1359.14,1369.4,1314.24,1314.95
2020-02-28,1274.31,1342.45,1268.21,1339.25
2020-03-02,1351.39,1387.47,1325.2,1386.32
2020-03-03,1397.68,1408.19,1329.2421,1337.72
2020-03-04,1358.96,1382.78,1337.0,1381.6
2020-03-05,1345.55,1353.63,1301.64,1314.76
2020-03-06,1269.95,1302.75,1257.21,1295.74
2020-03-09,1204.96,1252.73,1198.04,1215.79
2020-03-10,1254.39,1275.85,1214.51,1275.17
2020-03-11,1248.27,1256.93,1191.14,1210.9
2020-03-12,1122.62,1188.75,1108.47,1111.55
