Price,Close,High,Low,Open,Volume
Ticker,DD,DD,DD,DD,DD
Date,,,,,
2025-07-07,89.94153594970703,91.71620567404874,89.83061347390104,90.22498452375476,2934522
2025-07-08,91.77782440185547,93.0472079893602,90.5084333236385,90.5084333236385,2784430
2025-07-09,93.09651184082031,93.34299374698304,91.45740154680352,92.83770771202765,1998359
2025-07-10,93.82363891601562,94.62471075963973,92.44334018884645,93.10883761551788,1647347
2025-07-11,93.0348892211914,93.54017523433657,91.79015003076302,92.93629646298197,1474550
2025-07-14,92.25847625732422,92.8253809139462,91.29719304774322,92.52960261726176,2498984
2025-07-15,91.29719543457031,93.54018465509014,91.23556933644845,93.41694744027298,1672920
2025-07-16,91.136962890625,91.69155274621015,89.55947883714653,91.69155274621015,1453598
2025-07-17,91.75318145751953,92.27079721497547,90.87816880248269,91.16162487226302,1394087
2025-07-18,93.10883331298828,93.33067077210315,91.4450785871216,92.66516588547135,2747703
2025-07-21,93.60179138183594,94.88350469567179,93.29369089318624,93.9591957390104,1854799
2025-07-22,95.56134033203125,95.72155170160939,93.29369925861249,94.4768199229111,2439632
2025-07-23,94.37821960449219,96.27613391390148,94.03313746577014,96.27613391390148,2504242
2025-07-24,92.18452453613281,93.49088237697362,91.6545865681166,93.35531545665081,2472535
2025-07-25,93.37997436523438,93.47856713451971,91.61761925086721,92.2708019654176,1779116
2025-07-28,92.50496673583984,93.44159809539235,92.04896953486448,93.44159809539235,1293070
2025-07-29,91.56831359863281,92.93629749740553,91.4450763948556,92.87467140480432,1562821
2025-07-30,88.98025512695312,91.62994505172523,88.32707244029889,91.2725406602949,2677836
2025-07-31,88.61051940917969,89.30066869379975,87.80944765721148,88.35171530012524,2634656
2025-08-01,86.19499969482422,87.19325707565396,85.01188649447475,86.87282683853606,3379301
2025-08-04,87.39043426513672,87.41507870910107,86.1949914650545,86.83584438738944,3318196
2025-08-05,89.47322082519531,93.66342841000352,87.53833215206942,93.31835372501914,7570723
2025-08-06,87.25486755371094,91.0014073205588,86.84817430165565,90.44681744152435,3511388
2025-08-07,87.35346221923828,89.10348744864196,86.36753462259188,88.64749780787115,2549413
2025-08-08,86.84818267822266,87.64924703758567,86.08408498845742,87.6122728772747,2393665
2025-08-11,86.14569854736328,87.4520563791936,85.67737918610115,87.106981714842,2990926
2025-08-12,88.64749908447266,89.00489597072564,86.14569840856352,86.81120329124,2490858
2025-08-13,91.18627166748047,91.28486443423024,88.80771555160717,89.36230548260956,2061455
2025-08-14,90.73027801513672,90.89048938140105,89.26370880136908,90.1017472819916,1372577
2025-08-15,90.06477355957031,91.64226525674152,89.94153635129719,91.23556449172933,1832094
2025-08-18,90.20033264160156,90.8904819219437,89.71969109154237,90.1263843304945,1674832
2025-08-19,90.92745971679688,91.59296458054779,90.31125123218631,90.60702950702837,1432566
2025-08-20,91.7901611328125,92.68982577832263,90.65633678555517,90.79190371716813,2286513
2025-08-21,91.87642669677734,91.9626972386446,90.79189879340252,91.08767708776483,1769317
2025-08-22,95.29020690917969,95.53669631215516,92.3817128537699,92.48030561867488,1743346
2025-08-25,94.8465347290039,95.49971738190409,94.55075644906474,94.89583110899378,1854162
2025-08-26,95.26556396484375,95.46274949776165,94.41519573610043,94.68632958921913,1509922
2025-08-27,95.91873168945312,96.17754329925855,94.85886327803291,95.00675241618778,1280164
2025-08-28,95.67224884033203,96.5595911511423,94.7972362422797,96.2884573218673,2451184
2025-08-29,95.30056762695312,96.66341971575659,95.28817997936015,95.84571448686239,2132119
2025-09-02,93.90054321289062,94.16072899012066,92.76070645566598,93.92532603807265,2064880
2025-09-03,93.62797546386719,94.28461865663795,93.15716956909864,93.47930110717468,1651570
2025-09-04,95.58552551269531,95.70942457594239,92.77309283488098,93.41734838450586,2691857
2025-09-05,96.41563415527344,97.2952927291199,95.32535543938876,95.70943277874217,2688670
2025-09-08,96.3165054321289,96.428009312825,94.43328945451029,96.09349767073671,2325470
2025-09-09,95.0899429321289,96.18022153865024,94.75542374977964,96.130663420172,1531751
2025-09-10,94.28462219238281,95.57314086252286,94.01205629346741,94.64392421572722,1490962
2025-09-11,96.62625122070312,96.73776264277744,94.14833759665018,94.55719774995265,2059224
2025-09-12,95.75897979736328,97.6793587409456,95.42446062025216,96.10588662127886,1367956
2025-09-15,95.53596496582031,96.89881697448368,95.32534484718542,96.4032357950578,2496355
2025-09-16,95.61031341552734,96.25456899936947,95.02800360135647,95.78376307670388,1887622
2025-09-17,95.12711334228516,97.72891832595788,94.79259416015154,95.78375652907744,3011241
2025-09-18,96.76252746582031,97.15899239788162,94.37134269646248,95.32534208709812,2714960
2025-09-19,96.76252746582031,97.13421710486988,95.4740164366211,96.92359699233337,5292655
2025-09-22,96.96076202392578,98.39795496414179,95.69702626047129,96.53952178976385,3770145
2025-09-23,95.98199462890625,98.12538902520825,95.94483168575657,97.35724190950751,3747440
2025-09-24,93.92532348632812,96.8120895387357,93.15716888382518,96.04394246671727,2751527
2025-09-25,92.36424255371094,94.02444335391142,92.00494053261015,93.72709463123236,1905706
2025-09-26,94.38374328613281,94.79260345125256,92.8846119388161,93.12000737664492,2164304
2025-09-29,95.4492416381836,95.96960567050664,94.19789344329273,95.32535010174014,2404977
2025-09-30,96.51473999023438,96.55191046143274,94.94126785784266,95.15188797715935,2851668
2025-10-01,96.91120910644531,97.54307702207755,95.96960482195826,95.9819924693961,2224453
2025-10-02,100.34312438964844,100.41746533693312,96.94838178065955,97.01032754974015,3360738
2025-10-03,98.76964569091797,101.3342877166663,98.70769239540626,100.57852076749278,3164440
2025-10-06,100.13249969482422,101.55729750167963,99.0546087216954,99.2156707261616,2534834
2025-10-07,97.72892761230469,100.66525958761012,97.24573402891842,100.29356989870216,2074122
2025-10-08,97.09705352783203,98.52185889168015,96.96076681513986,97.97671204091145,1523147
2025-10-09,96.4404067993164,98.2492818794636,96.03154667616633,97.54307304701408,1925065
2025-10-10,91.31112670898438,97.71653447589223,91.2863514140408,96.78731783629695,3421444
2025-10-13,94.0987777709961,95.25100973150626,92.59964649415251,92.59964649415251,2227400
2025-10-14,96.11827087402344,96.4404023929552,92.48812570217287,92.5872419340774,2185735
2025-10-15,97.2952880859375,98.68292300678173,96.46518767515488,96.97316406413223,2536666
2025-10-16,96.7997055053711,97.97671274708881,96.08110899457505,97.87759650632279,2612668
2025-10-17,98.58380889892578,99.2652349612083,96.98555381149286,97.1342281779644,2970531
2025-10-20,100.29356384277344,100.40506773051892,99.11655660628193,99.26523096677082,2426169
2025-10-21,100.5165786743164,101.37145436047133,100.16967183481306,100.35550913668345,1786127
2025-10-22,98.75725555419922,100.44223918672283,97.91476750317982,99.99621610088903,1586163
2025-10-23,100.71481323242188,101.25995256289112,99.37673643623975,99.67408516195025,1520837
2025-10-24,100.36790466308594,101.71836155322121,100.14488935738837,101.47057095271543,1395999
2025-10-27,100.82632446289062,102.12723088045392,100.13251071905104,100.54136336404945,2456442
2025-10-28,101.47057342529297,103.04405318995222,100.57852724173532,100.91304644319067,3012037
2025-10-29,101.7927017211914,103.32901096307864,101.01215945293829,101.01215945293829,2727946
2025-10-30,100.93782043457031,102.0528819148542,99.82275895428644,100.69002983122778,2762760
2025-10-31,101.16083526611328,102.99449325269207,100.44223875456377,100.82631607055602,3190809
2025-11-03,102.7208023071289,103.34263207086629,98.72330481464479,99.75969528469166,6834433
2025-11-04,111.8114013671875,112.40362127301889,100.91452648404842,101.38830692700434,7261833
2025-11-05,117.34867095947266,118.02972798591306,112.37401024698252,112.75895355832242,5263033
2025-11-06,115.92733764648438,118.77000522544104,115.12784115514512,116.22345136278723,3692167
2025-11-07,117.85205841064453,118.29622144206088,114.03222772462325,115.45356147393059,2442800
2025-11-10,119.15494537353516,119.62871827045457,116.60839157851895,118.44427849767162,2234200
2025-11-11,119.62872314453125,120.813170496057,118.9476736361508,119.39183668641999,2343033
2025-11-12,120.78355407714844,122.08644082180102,120.04327734653938,120.04327734653938,1916000
2025-11-13,120.220947265625,121.93838721785264,119.53989024556726,120.78355729465567,1795100
2025-11-14,117.58556365966797,120.0136706488309,117.34867719329439,118.50350718866122,2252000
2025-11-17,114.44678497314453,118.05933920464943,113.85456506663945,117.4375094323918,1481467
2025-11-18,114.59484100341797,115.98656492759767,112.93662075890845,113.82495437748223,1984467
2025-11-19,112.16673278808594,115.18705952453826,110.98229299784549,114.92056320740375,2015000
2025-11-20,109.91629791259766,113.88417817665231,109.70902131594035,113.73612884367202,2335667
2025-11-21,114.1210708618164,115.03901436819307,110.30123997454228,110.41968697005323,1596867
2025-11-24,113.91378784179688,115.1574473373269,113.17351110520235,114.32834100697355,2660933
2025-11-25,114.83172607421875,115.69044981690456,113.20312324536069,114.26911604431689,2144733
2025-11-26,116.78606414794922,117.14139760368163,114.83173014142102,114.95017713682675,1349500
2025-11-28,118.36344146728516,118.54201372461257,117.02415332176254,117.32177627359694,761900
2025-12-01,118.78011322021484,120.47654585335036,115.86343558664892,117.11344136801516,2005067
2025-12-02,117.61939239501953,119.8813026227905,117.02415405647972,119.25630350265361,1410800
2025-12-03,118.03606414794922,119.34559149924816,117.35153590674773,118.03606414794922,1341433
2025-12-04,118.51226043701172,119.97059936925551,117.70868901265966,117.88726128127863,1395233
2025-12-05,120.56583404541016,121.3396446627468,118.48249602130389,118.75035063158721,1496933
2025-12-08,120.77416229248047,121.69678435392527,120.05987326828243,120.65511916769148,1474067
2025-12-09,120.86345672607422,122.41107795715111,120.08964611053577,120.29797915557563,1225600
2025-12-10,121.90512084960938,122.82774293722888,120.74440493679116,120.86345563382363,1597967
2025-12-11,123.48251342773438,124.40513553784459,121.63726920751395,121.75631990744853,1061733
2025-12-12,121.81583404541016,124.49441029525033,121.45868953624934,123.80988962674706,1608067
2025-12-15,120.86345672607422,123.48251153352726,120.11940689284627,122.91703396302867,1985600
