Date,open,high,low,adj_close,volume
2016-09-12,59.017163418695844,60.2273524428236,58.73534290893324,60.0947265625,6165800
2016-09-13,59.622236174267385,59.763146377729754,58.751896543098205,58.91767883300781,5405700
2016-09-14,58.89284444782385,59.34044105918391,58.76021854523486,58.95086669921875,5596400
2016-09-15,58.710468652078205,59.29069098476075,58.36233525246868,59.108333587646484,3942800
2016-09-16,58.86795112451917,59.00057697929269,58.378907513926706,58.80992889404297,6527100
2016-09-19,58.80993172399571,59.390160380627385,58.76849088534646,59.108333587646484,5222600
2016-09-20,59.431599373824405,59.75486699541655,59.10004737912914,59.1580696105957,4488100
2016-09-21,59.14979121802599,59.779751522100945,58.94256801625991,59.72172927856445,4511800
2016-09-22,59.887476965219996,60.16929735073811,59.4813214527009,59.74656677246094,4210800
2016-09-23,59.83775554075115,60.49258141776457,59.45646572450568,59.970375061035156,6053000
2016-09-26,59.61397651183584,59.74660241280415,58.65246402561966,58.693904876708984,7550300
2016-09-27,58.85968289829439,59.43161466304161,58.62759391272154,59.265838623046875,4821900
2016-09-28,59.5808053930033,60.02840821283436,59.06689596293576,59.48134231567383,8176200
2016-09-29,60.06985417857087,60.98992556919884,59.68856430053711,59.68856430053711,6404500
2016-09-30,59.7299968194071,60.07813650645847,59.166349616500675,59.854331970214844,6714200
2016-10-03,59.729997028342765,60.044980254683985,59.63881833902804,59.8377571105957,5366800
2016-10-04,59.87920436504877,60.550611724165336,59.829472828799084,60.260494232177734,6389100
2016-10-05,60.22735365987095,60.69153160248339,59.85434810688581,59.88750457763672,4503700
2016-10-06,58.42866297088476,59.90409142763009,58.262886908490316,59.75489044189453,6920000
2016-10-07,59.680293499477926,60.40143265588581,58.92599786558505,59.10007095336914,5418500
2016-10-10,59.473038913996504,59.55592690204868,58.76848152963077,58.82650375366211,4335100
2016-10-11,58.76848754777119,58.834800474582906,57.99761716444409,58.09708023071289,4919400
2016-10-12,58.24629439746352,59.4979242988342,58.22971932396632,59.116634368896484,5764100
2016-10-13,58.909399369478216,59.149778992718296,58.29602058973221,58.93426513671875,4403500
2016-10-14,59.32384833611727,59.622250204225004,59.050312236360305,59.1414909362793,5659900
2016-10-17,58.849960641066794,59.20814182278937,58.258546383827124,58.291866302490234,4986800
2016-10-18,58.74999510113903,58.85828641491402,57.950336197324866,58.50843048095703,5955100
