Date,open,high,low,adj_close,volume
2016-09-12,67.12635125364665,67.75795630928184,66.8619581790454,67.59638214111328,5235400
2016-09-13,67.2585581046382,67.43481831366408,66.6269529521502,66.78118133544922,4082100
2016-09-14,66.64899885524964,66.92807804542102,65.60611779369049,65.68690490722656,7939400
2016-09-15,65.46655839866278,66.2597377056801,64.70275672559546,66.20832824707031,7449200
2016-09-16,66.09816927553517,66.35521659096445,65.63548410776247,66.1863021850586,6406800
2016-09-19,66.19366363619312,66.26711055264056,65.36376615053959,65.48861694335938,7480000
2016-09-20,65.73095408806775,66.31114977419132,65.73095408806775,66.0908203125,5465100
2016-09-21,66.15694981018186,66.39196538877236,65.51065276664792,66.28914642333984,5773900
2016-09-22,66.61228833680411,66.69307546602688,66.10553933002242,66.51681518554688,8280000
2016-09-23,66.2818014600775,66.72245497518048,66.24507799914666,66.53884887695312,3865300
2016-09-26,66.15694692611117,66.37727086962737,65.723633645067,66.03943634033203,4722100
2016-09-27,66.22302783412565,66.70775048882287,66.14224072500944,66.50945281982422,4196100
2016-09-28,66.32586561066708,66.50947171022331,65.9072439278074,66.23039245605469,4468300
2016-09-29,66.11288258896475,66.49478641803601,65.73098436310703,65.76770782470703,5211400
2016-09-30,65.7163020675179,66.03210480426273,64.9671859928144,65.35643005371094,9151700
2016-10-03,65.20953076946776,65.27562626337819,63.86553302783158,63.96100616455078,7525600
2016-10-04,64.03442504593835,64.19599920906096,63.175144778714426,63.3220329284668,6820000
2016-10-05,63.30002902386037,63.549730583749685,63.079699503665424,63.307369232177734,7949300
2016-10-06,63.571753247387605,63.98303458555942,63.358769569437044,63.52034378051758,5267000
2016-10-07,63.57175146917863,63.70394803789116,63.28532650417006,63.454246520996094,4345700
2016-10-10,63.78475895981431,63.95367903971884,63.461616029234996,63.77007293701172,5342100
2016-10-11,63.56441126212512,63.748017296269666,62.727168194682925,63.454246520996094,5889600
2016-10-12,63.61583748599939,64.56324554414813,63.52035873703672,64.24009704589844,7002500
2016-10-13,64.04914523163528,64.90842035410077,63.95367208576565,64.62934112548828,6308400
2016-10-14,64.85700885306991,65.30500812925266,64.59996146588624,65.21688079833984,6705800
2016-10-17,65.15075714100882,65.24623025084809,63.63049957375269,63.64519119262695,7381700
2016-10-18,64.12258167266833,64.26946988963124,63.586455089588206,64.03445434570312,4988700
2016-10-19,64.18867065757426,64.26945776085478,63.270640486851555,63.454246520996094,6502800
2016-10-20,63.71628338853887,64.57242417832688,63.657237642784594,64.43219757080078,7583500
2016-10-21,64.16648766329136,64.6314601713908,64.12958267003573,64.51337432861328,4599500
2016-10-24,64.68312944274327,65.37690283408764,64.68312944274327,64.9488296508789,4541900
2016-10-25,64.80121525709075,65.10381480432363,64.42480572334661,64.51337432861328,3803700
2016-10-26,64.56503986442237,64.69050783577177,64.21815318876452,64.63146209716797,3313500
2016-10-27,64.74217373214682,64.89716457826313,64.1443510927108,64.35100555419922,3570600
2016-10-28,62.99296972900012,63.09629694015264,60.926419875039095,61.52424240112305,17206700
2016-10-31,61.53898103353013,62.380362697343216,61.33232667833518,62.07038116455078,7425600
2016-11-01,62.24751673634957,62.50584032814969,61.4208992614987,61.59064865112305,6212400
2016-11-02,61.67923133384836,62.17372663367534,61.140448922801134,61.95969009399414,6132100
2016-11-03,62.24755782046511,62.65349033472046,59.96697050650219,60.203147888183594,12603900
2016-11-04,60.34336369362825,61.16260499475967,60.21789009466535,60.749290466308594,8227400
2016-11-07,61.531631914757604,61.878512947622646,61.01499016603758,61.546390533447266,8457000
2016-11-08,51.442421218155964,55.34673208266098,51.1472037804433,54.26917266845703,50234400
2016-11-09,54.785829166771336,56.918807823555454,54.763682785171824,56.5054931640625,20300100
2016-11-10,56.85236677229802,57.34686219280015,56.505480076123966,57.03688049316406,12664100
2016-11-11,56.90401611753059,56.97782046118469,55.14006583891817,55.42052459716797,9565800
2016-11-14,54.94815350714673,56.49069029065753,54.94815350714673,56.092140197753906,10521900
2016-11-15,55.83385038240279,55.9076547410271,54.81533108828776,55.383636474609375,10465200
2016-11-16,55.43529794263682,55.649334515999335,54.98508405227282,55.02936553955078,7551100
2016-11-17,54.874372425200924,55.15483684874904,54.704622977074486,54.81532669067383,8305400
2016-11-18,54.63819435261051,55.02936248427834,54.37249418187179,54.64557647705078,7498500
2016-11-21,54.64557459847886,54.97032049175363,54.158455758566696,54.7636604309082,8025600
2016-11-22,53.82633284072862,54.68985554196497,53.75252849232489,54.313446044921875,12425200
2016-11-23,54.15845718414153,54.63819391249498,53.774671180005406,54.372493743896484,6572900
2016-11-25,54.623439992213505,54.830094445359755,54.28393544334301,54.66033935546875,3529200
2016-11-28,54.41678019083108,55.35410726288172,54.365116582622164,55.191734313964844,8625100
2016-11-29,56.010967938716405,56.1438180033263,55.354099738953636,56.00358581542969,8649600
