Date,open,high,low,adj_close,volume
2016-09-12,89.72351989758695,91.01115814819549,89.43398716112553,90.79020690917969,7239800
2016-09-13,90.22639749435797,90.53878690462334,89.51781297736657,89.60924530029297,7957900
2016-09-14,89.79210757977393,90.15783107254002,89.49495978507923,89.79972839355469,6124900
2016-09-15,89.76161774078689,90.62258937679589,89.38827929877897,90.38639068603516,5812100
2016-09-16,90.2949785233109,90.77498516782796,89.99783072247018,90.09687805175781,12408800
2016-09-19,90.18067184914227,90.40924971856437,89.63208961291059,89.64733123779297,5457600
2016-09-20,90.03591677909333,90.08925084692282,89.67019911768453,89.86829376220703,5187700
2016-09-21,89.86829970694434,90.66831659028503,89.6321067927864,90.59974670410156,6337300
2016-09-22,90.85877376545878,91.30830285381813,90.77496227220934,91.0187759399414,5340500
2016-09-23,90.9807077762228,91.12546836528995,90.44736123935981,90.52355194091797,4773000
2016-09-26,90.38639916244063,90.39401997588355,89.57114651337015,89.73876953125,5998900
2016-09-27,90.2035663882185,90.8359603881836,89.69308218664727,90.8359603881836,5349500
2016-09-28,90.70640458797509,91.06450141917348,90.52353995287876,90.9654541015625,5076100
2016-09-29,90.57687085217513,90.87401860759871,89.17494357663591,89.35018157958984,6190200
2016-09-30,89.73876181111942,90.37877638678476,89.44161405516023,90.00543212890625,7941100
2016-10-03,89.90639970142553,90.67593915701222,89.47210630826827,90.52355194091797,6098600
2016-10-04,90.54638662929969,91.03401978966232,90.11971415358094,90.5311508178711,5733900
2016-10-05,90.83593551009898,91.00355853049248,90.36354389016977,90.80545806884766,5778700
2016-10-06,90.28734933953535,90.55401967287946,89.84543517972098,90.47782897949219,4448500
2016-10-07,90.79779358122015,91.10256203416111,90.4320760880708,90.85112762451172,4799300
2016-10-10,91.05687498465478,91.58259475885237,90.9349652432327,91.27783203125,3657000
2016-10-11,90.9806943892694,91.14831158284291,89.19018119473111,89.63209533691406,6394200
2016-10-12,89.87591647892131,90.23401914749336,89.52543462390842,89.88353729248047,4685200
2016-10-13,89.55589471826286,90.82067631415023,89.35779429493962,90.10447692871094,7387400
2016-10-14,90.28735710135959,90.51593501414908,89.57115173339844,89.57115173339844,5640500
2016-10-17,89.52541884565437,90.3254355520189,89.52541884565437,90.27971649169922,6956400
2016-10-18,89.43402722572597,90.27214256149215,87.7425723617649,87.93305206298828,12598300
2016-10-19,88.05493322016986,88.2987469420062,87.20920310096115,87.3082504272461,7400900
2016-10-20,87.49113662534941,88.1540022566957,87.30827192920366,87.52161407470703,6973000
2016-10-21,86.94253670735168,87.04158403814382,86.08918573560337,86.43205261230469,8422000
2016-10-24,86.80538292377945,87.00348337963858,86.43204445206511,86.56156921386719,6141900
2016-10-25,86.5844181233431,86.9806189997467,86.16536062195023,86.82823181152344,5595000
2016-10-26,86.58442904590801,87.7882618263385,86.55395160441864,87.28539276123047,6429200
2016-10-27,87.60539995158267,88.80161187690302,87.46063356277418,88.15397644042969,7548700
2016-10-28,88.24540112337375,88.31397681165471,87.29300299097117,87.87206268310547,8813300
2016-10-31,87.83395469498592,88.55778068315169,87.23965925632905,88.37491607666016,8552500
2016-11-01,87.43778368967915,88.33684790645421,87.33873054737903,87.87969207763672,7591900
2016-11-02,88.016832666366,88.19969731270164,87.49111279383914,87.51396942138672,6591300
2016-11-03,87.52918946343314,87.95586774835513,87.43014215758191,87.64347839355469,6227100
2016-11-04,87.65111081919412,88.33683867780375,87.65111081919412,87.7044448852539,7160600
2016-11-07,88.29873362905467,88.93112737293168,88.2606353792397,88.88541412353516,6398200
2016-11-08,88.74827046423401,89.57875884861114,88.74064965151236,89.18256378173828,6675300
2016-11-09,91.4302346994839,93.33503125572315,89.98258815414653,91.66642761230469,16220000
2016-11-10,92.0168989750427,92.26833348687335,90.68354153791165,91.07974243164062,11904500
2016-11-11,91.04165794501188,91.04165794501188,90.00544811501592,90.2645034790039,8134800
2016-11-14,90.3482767508281,90.66066024263507,88.7634852330973,88.83967590332031,10054900
2016-11-15,88.68731290620256,88.90826996463302,88.24539878934165,88.62635803222656,7446700
2016-11-16,88.87777922996122,88.97682652562045,88.44348599056943,88.65682220458984,6594800
2016-11-17,88.90065262723725,88.90065262723725,88.47398011868023,88.81684112548828,5730300
2016-11-18,88.83218561453566,88.93191737076417,88.08034314612163,88.5022964477539,7717800
2016-11-21,88.56367501647657,88.74779743818496,88.07267798982338,88.22611236572266,5843300
2016-11-22,87.91157532340183,88.22612344257723,86.131709415034,86.4922866821289,11649700
2016-11-23,86.11634738974101,87.02162414876567,85.58698890471732,86.74543762207031,7892600
2016-11-25,87.15206363584116,87.63539309336993,86.98328229214204,87.55867004394531,3433300
2016-11-28,87.29781734400738,87.55098932167515,86.73010315272036,86.79147338867188,9065700
2016-11-29,86.65340286945178,87.00631254786154,86.05500047647904,86.29283142089844,7799600
2016-11-30,86.07033570596394,86.32350186248262,85.38754272460938,85.38754272460938,11178500
2016-12-01,85.43356484844489,85.5716581284439,85.15737828844688,85.44890594482422,8143300
2016-12-02,85.70975269701893,86.33116953978383,85.49494222560125,85.89387512207031,6167700
2016-12-05,86.23144381726722,86.24678491495143,85.71743217421775,85.8785400390625,5451600
2016-12-06,86.10868196033063,86.8451774826078,85.80948083731634,85.97058868408203,6530400
2016-12-07,85.8401607461447,85.8401607461447,83.86849939906578,85.23408508300781,11761100
2016-12-08,84.804458512526,85.31079654139546,84.33647614392889,85.14968872070312,7774900
2016-12-09,85.47192618894182,86.25445087185582,85.31081248499403,86.12403106689453,7672100
2016-12-12,86.45391773578505,88.53298449270409,86.3695270754586,88.5022964477539,9544600
2016-12-13,88.63272607666195,88.97028875539722,88.23379315436759,88.9089126586914,7051600
2016-12-14,89.08536608047962,89.99064300672181,87.90390257652645,88.21844482421875,9378700
2016-12-15,88.47929168804413,88.9319272316694,88.14172900930886,88.9089126586914,6738100
2016-12-16,89.30784973085407,89.34620540070364,88.5790217659528,88.90123748779297,11291100
2016-12-19,89.04699036222756,89.49963167976571,88.94725861239849,89.00862884521484,6310800
2016-12-20,88.97795854548114,89.18509554685066,88.15707230876717,88.73246002197266,5715200
2016-12-21,89.14672876317036,89.14672876317036,88.02664144995009,88.46393585205078,5907600
2016-12-22,88.22611987666076,88.63272627524103,87.36687208029437,88.56368255615234,4602300
2016-12-23,88.53296462263131,89.23877193863775,88.45624745404709,88.96258544921875,2992500
2016-12-27,88.90893130530884,88.99332199269168,88.51766592318369,88.92427825927734,3232600
2016-12-28,88.90122816357439,89.11604447541724,88.26447026190766,88.30282592773438,3278300
2016-12-29,88.40255676909034,88.89355373799891,88.23377546356322,88.60202026367188,2993600
2016-12-30,88.83985599144455,88.98561688344297,88.21076572476596,88.38721466064453,5506700
2017-01-03,88.82450004022263,88.99328133788393,88.40255264921467,88.87052917480469,5953000
2017-01-04,88.60972137900133,89.16976808085087,88.46395459636638,88.72480010986328,5828900
2017-01-05,88.99329023284734,89.73745919974604,88.5636693254196,89.65306854248047,6217200
2017-01-06,89.50730387611097,89.76047585378696,88.80916988532856,89.22344970703125,5221400
2017-01-09,89.2618325138169,89.461301937468,88.90892867390976,89.2081298828125,5457500
2017-01-10,89.01630548429925,89.76047445689825,88.89355916115647,89.11604309082031,5312800
2017-01-11,89.05468640014465,89.18510622599938,87.47428397849437,88.01898956298828,8887200
2017-01-12,87.66607423721393,88.01898387152032,86.97561362585427,87.9345932006836,6627300
2017-01-13,88.18008068478645,88.24145092149149,87.796488902936,87.91923522949219,4935200
2017-01-17,87.41293778709135,88.26451240721822,87.20579485076384,88.12641906738281,6255400
2017-01-18,88.12638972175837,88.30283868697832,87.77348593817162,87.99596405029297,5014600
2017-01-19,87.98060876854584,88.14939008416997,87.3975476381568,87.61235809326172,5540800
2017-01-20,87.83484472957747,88.24912455710975,87.52030251152188,87.57400512695312,7502400
2017-01-23,87.85019392895305,88.04965744672354,87.30549428615593,87.38988494873047,7989800
2017-01-24,86.62270267510155,86.92190380943227,85.27245790661789,85.74044036865234,12450300
2017-01-25,85.87085539115677,86.5383071899414,84.9732520381728,86.5383071899414,9385500
2017-01-26,85.92456340406349,86.56899482008372,85.61768879270542,85.80181121826172,10164300
2017-01-27,85.92455001004984,87.10601327506548,85.84783283245567,86.98326110839844,8886100
2017-01-30,86.9986162260895,87.15205059568729,86.57666292997656,86.79147338867188,6969400
2017-01-31,86.53063356082231,86.99861599594739,86.25444701376009,86.88353729248047,8713400
2017-02-01,86.29279934773848,86.93723065352722,86.28512587415184,86.8681869506836,7082300
2017-02-02,86.55366344251945,87.16741273415334,86.5153019168622,87.1290512084961,7826300
2017-02-03,87.07534926769493,87.19810146824369,86.43091777425519,87.18275451660156,7267600
2017-02-06,87.04464058791862,87.14437233736768,86.40020924720955,86.99861145019531,6178400
2017-02-07,87.15200238240485,87.16734932276216,86.73005517286298,87.05994415283203,5507900
2017-02-08,86.9218942696079,87.22109537110079,86.80681557215394,86.99861145019531,5272000
2017-02-09,86.99863193241723,87.95761154839813,86.99863193241723,87.52031707763672,5854600
2017-02-10,87.70440993071189,88.98560486059037,87.63536623116944,88.41021728515625,6438500
2017-02-13,88.44092847757179,89.08536577439874,88.39489933249367,88.90123748779297,5710800
2017-02-14,88.563640110671,89.30013536037411,88.47157600952914,89.26944732666016,5539100
2017-02-15,88.91658989638897,90.11339456705912,88.67875897487728,89.91392517089844,5979700
2017-02-16,89.76049051423591,90.74248468763173,89.76049051423591,90.58905029296875,7119300
2017-02-17,90.67341979488174,91.21811937784594,90.56601457306603,91.18743133544922,8691400
2017-02-21,90.8345327043963,91.97763454512112,90.77315661617251,91.80118560791016,8595100
2017-02-22,91.5096489571339,91.8855672415251,91.48663438813078,91.69377136230469,5103900
2017-02-23,91.69376599329017,93.51966640256832,91.66308380517971,93.36622619628906,9980900
2017-02-24,93.82962772372578,94.78722885899911,93.36627271581149,94.77951049804688,10835000
2017-02-27,94.31612940569502,94.89532451455507,94.29296254404099,94.52464294433594,5946200
2017-02-28,94.22344951803663,94.71769547432129,94.16939155068914,94.37789916992188,8885500
2017-03-01,94.5941241938907,96.10775306196139,94.54006623045518,95.6521224975586,9393900
2017-03-02,95.56717588541059,96.03825496112515,95.003423487762,95.47450256347656,6950200
2017-03-03,95.47450380645063,95.7061841683638,95.16560451306817,95.59806823730469,5585200
2017-03-06,94.99572092106078,96.09232889946043,94.67909143739311,95.53630065917969,6670700
2017-03-07,94.66364218349364,96.11548901531854,94.51691088264032,95.62896728515625,6644000
2017-03-08,95.56717356135039,96.28537558621376,95.37410856425674,95.83746337890625,7909900
2017-03-09,96.20815137881394,97.46693304681031,95.89152195346219,97.26614379882812,8571100
2017-03-10,97.33565903685093,97.68317370841206,96.94952900539334,97.4669418334961,7395400
2017-03-13,97.17349036783996,98.03841791411921,97.14259925663326,97.82991027832031,7162500
2017-03-14,97.96890744246073,98.65621839476101,97.89940097629338,98.11563873291016,7679700
2017-03-15,98.11564810486033,99.62155294377119,97.76812752458144,99.59066772460938,8360600
2017-03-16,99.18909556492939,99.38987896180507,98.67167678653202,99.20454406738281,7610700
2017-03-17,99.19680320807235,99.57521488289595,98.81067317473322,98.89562225341797,13300800
2017-03-20,98.88018744260457,99.17365007937335,98.82613535800537,98.90336608886719,5827500
2017-03-21,99.1427457949809,99.19679786918744,98.1851391216881,98.27008819580078,7578600
2017-03-22,98.11565569147491,98.57901060913117,97.46695409325419,97.50556945800781,10272700
2017-03-23,97.38198107040547,98.0770162220075,97.04219068997025,97.22753143310547,8508100
2017-03-24,97.19667025896693,97.58280036300164,96.63291771465002,96.90321350097656,6490300
2017-03-27,96.65607597276626,97.41288756370965,96.64835172211832,97.15032196044922,5004300
2017-03-28,97.01131469989839,97.13487325061541,96.36261316003412,97.04220581054688,5287600
2017-03-29,96.57114650454994,96.78737843159261,96.03828504728185,96.47074890136719,3971800
2017-03-30,96.33170429655101,96.86456554625246,95.97646542737532,96.26992797851562,4711700
2017-03-31,95.84518602520369,96.40121415023222,95.78340381311695,96.18498229980469,5657600
2017-04-03,96.32398192398041,96.77188819747624,95.97646142662305,96.2930908203125,4956400
2017-04-04,96.15410995383934,96.35489334448087,95.93015381023716,96.28539276123047,5358500
2017-04-05,96.31627716736784,96.9958639099685,96.07687843033699,96.37805938720703,5646300
2017-04-06,96.41665043693939,96.88772946243716,96.14636064162322,96.57110595703125,4324200
2017-04-07,96.62520448631061,96.89549439511396,96.40124830705123,96.47074890136719,3615100
2017-04-10,96.43212998958477,96.49390632564011,95.9378839498767,96.0228271484375,4594200
2017-04-11,95.9610363729901,96.37033326067233,95.72163174874306,95.93014526367188,4161500
2017-04-12,96.17727884085836,96.88775675781092,96.03827177955223,96.84142303466797,5556600
2017-04-13,96.63289620715372,97.03447472542243,96.50161341505209,96.5247802734375,5396500
2017-04-17,96.54795352726852,97.15803970329516,96.4784529475085,97.08853912353516,5367500
2017-04-18,95.12698764003441,95.27371892636701,93.40484523666778,94.07671356201172,13485700
2017-04-19,94.29297182065906,94.4319788961362,93.52843585147379,93.7292251586914,6993100
2017-04-20,94.1076169357422,94.33157307338186,93.71376263217746,94.11534118652344,6330100
2017-04-21,94.04583811805703,94.24662740249934,93.8604973357365,94.0303955078125,6021700
2017-04-24,94.6172996824612,95.1501610077056,94.3315672318967,94.90303802490234,5679000
2017-04-25,95.25054663603379,95.56717606767174,94.99570531101264,95.32005310058594,5090000
2017-04-26,95.59806015193554,95.96102327202568,95.3586614522488,95.38182830810547,5021800
2017-04-27,95.4358973287358,95.99964385949792,95.29689028561097,95.55945587158203,4225200
2017-04-28,95.6443935493283,95.68300890354642,95.08836544309206,95.35093688964844,4381800
2017-05-01,95.2968889247038,95.59034561516478,94.98798373418481,95.25054931640625,4556400
2017-05-02,95.38953455557275,95.55943266612056,94.90301296872,95.5285415649414,4881600
2017-05-03,95.44362702038126,95.52857610637123,95.01888748230859,95.24284362792969,3736500
2017-05-04,95.520835307061,95.72161865234375,95.1655964363194,95.72161865234375,3753700
2017-05-05,95.60578440117972,95.60578440117972,94.87985816099945,95.38182830810547,4139800
2017-05-08,95.39728503746242,95.6057985547928,95.00343075396472,95.1810531616211,3608600
2017-05-09,95.16561024388929,95.35095100945514,94.89531450808806,95.15016174316406,3762500
2017-05-10,94.91847827115338,95.03431255624051,94.50917552696627,94.84124755859375,4237400
2017-05-11,94.60185350323599,95.15015741651528,94.47828907055964,95.1424331665039,4095900
2017-05-12,95.07293426049719,95.83747005250075,94.99570943465746,95.48223114013672,4097100
2017-05-15,96.07687142690244,98.35503611754733,96.01508921156682,98.06929779052734,9854600
2017-05-16,98.33958932859252,99.1350162162786,98.12335746303239,98.67166137695312,7233800
2017-05-17,98.67165890506071,98.76433222735476,97.65227592733135,97.82217407226562,6480800
2017-05-18,97.66001683271043,98.74890646083547,97.27388676177995,98.05387115478516,6571300
2017-05-19,98.1001932259913,98.37820731539014,97.64456262451222,98.0770263671875,6957200
2017-05-22,97.79130434766851,98.57901302971587,97.79130434766851,98.27783203125,4858200
2017-05-23,98.31641802710449,98.96511359446778,98.31641802710449,98.47859191894531,3972500
2017-05-24,98.68713340637281,98.84930734420907,98.3010032995595,98.47090148925781,3965200
2017-05-25,98.52528772030378,99.2093869449824,98.20656452503569,99.13941955566406,5294300
2017-05-26,98.90622967319385,99.2482734268968,98.59527595359661,98.66523742675781,4005200
2017-05-30,98.49420570415488,99.0306006847167,98.09774552203815,98.81293487548828,3665400
2017-05-31,98.99950574076513,100.12671216579743,98.99950574076513,99.69915008544922,8813500
2017-06-01,99.7535867365083,100.11117553710938,99.59810096730911,100.11117553710938,5790900
2017-06-02,100.32104060639004,101.16838322001621,100.15001580302943,101.12174224853516,6562600
2017-06-05,101.03625351515215,101.46381562371246,100.90410011103313,101.33943176269531,4634700
2017-06-06,101.19947569757733,102.09347116622769,101.08287326605115,101.70478057861328,5619100
2017-06-07,101.83693868662613,102.21007834674245,101.51044000128736,101.64259338378906,5765200
2017-06-08,101.64258017292514,102.14787314986835,101.02845431501441,101.48710632324219,8101700
2017-06-09,101.34718967689308,102.38110816190454,101.30054869983785,102.24895477294922,5992500
2017-06-12,102.24896378590735,102.48218055363742,102.16345136646959,102.47441101074219,8020700
2017-06-13,102.41995608446216,103.18178621256472,102.14786796490722,102.62985229492188,5733800
2017-06-14,103.01078679337898,103.8270394911439,103.01078679337898,103.2129135131836,7329400
2017-06-15,102.61433443106242,103.6638039597755,102.46663008208378,103.42280578613281,5265000
2017-06-16,103.95141578333333,104.63551504020981,103.42279039522991,104.44116973876953,12639600
2017-06-19,104.28568317028598,104.69769425707769,103.77262059364631,104.22350311279297,7488700
2017-06-20,104.09133547757766,104.75988376826864,104.09133547757766,104.34010314941406,5201200
2017-06-21,104.39454135236102,105.03199978409238,104.18465691821412,104.87652587890625,5841100
2017-06-22,105.29629991168333,106.50124335855753,105.15637696448526,105.76273345947266,7311000
2017-06-23,105.29629040602897,106.12031265242311,105.1952389072521,106.05812072753906,9007100
2017-06-26,106.09698444544894,106.42348313091685,105.879318655137,105.98815155029297,5561800
2017-06-27,106.11253351740476,106.29132787159779,104.93869217881335,104.95423126220703,6120500
2017-06-28,105.68498896402212,105.87933429564478,103.83482947306483,104.0291748046875,6557900
2017-06-29,103.70266774058622,103.95920501049198,102.85532491271142,103.11186218261719,5750000
2017-06-30,103.15848898441422,103.54717960746167,102.83199028448193,102.83975982666016,5264400
2017-07-03,103.2284524305628,103.64047541184416,103.11961952849697,103.31396484375,2931000
2017-07-05,103.37612398679876,104.21569690588525,102.94079251658196,103.88919830322266,4302700
2017-07-06,103.86593576613565,104.14579356195732,102.9330804006966,103.01859283447266,4282200
2017-07-07,103.32175781721577,103.39171929168545,102.37335162363344,103.03411865234375,4994100
2017-07-10,103.18958134491213,103.29063283148038,102.0157281801283,102.26449584960938,4019600
