Ticker,Model,MAE,RMSE,R2,DirectionAcc,FinalPortfolio,Sharpe,Volatility
AAPL,LSTM,0.010827371828275294,0.01466676190770635,-0.011527981198441006,0.580441640378549,12216.7,1.2704175411931034,0.008348596839388206
AAPL,Dense NN,0.013668687094989812,0.017287531383687115,-0.40532049517497004,0.4668769716088328,11941.959999999992,1.7011101020082637,0.0053767217020893095
AAPL,XGBoost,0.012777959311553743,0.01606921989000304,-0.21422453544911924,0.4605678233438486,10525.580000000004,0.5706847147488155,0.004833261144374527
AAPL,Ensemble,0.012020971594393599,0.015283471879331616,-0.09838213719147415,0.45741324921135645,10518.349999999999,0.7685985769391512,0.0034233253652504554
AAPL,Random Forest,0.01150015114228362,0.014888519502683332,-0.04234729882490229,0.4479495268138801,11144.930000000004,2.330329501596322,0.002355805275358022
ADBE,Dense NN,0.012964520653261124,0.01693581689392914,-0.2787691637775973,0.5142857142857142,7934.000000000002,-0.7238860159787642,0.013976236172647379
ADBE,XGBoost,0.012182840313816338,0.01583681711814864,-0.11819014200787481,0.5111111111111111,6942.329999999999,-1.1423521343744933,0.014607144131223295
ADBE,LSTM,0.01155246448717582,0.015012977828879245,-0.0048784727113702075,0.49206349206349204,6766.09,-0.9966023930017505,0.01734867569451137
ADBE,Random Forest,0.01176754345069982,0.015217732839188083,-0.03247552843297852,0.4857142857142857,5753.619999999996,-1.7337301585729754,0.015047010726863916
ADBE,Ensemble,0.011779392337517574,0.01534009605982838,-0.04914620593797947,0.4857142857142857,6681.469999999995,-1.2317059501911967,0.015035930160387637
AMD,Dense NN,0.026533755558045196,0.034561244518647324,-0.4509631651472066,0.5078369905956113,12004.394999999995,0.6387286825967026,0.018509331093224498
AMD,Random Forest,0.02201299140004424,0.02890367550974243,-0.014807779757208372,0.49843260188087773,12210.950000000004,0.6228922646382615,0.02218225306473014
AMD,LSTM,0.021808157786395714,0.028769489225834388,-0.005407093655709572,0.4890282131661442,17457.35,1.2222424439491142,0.02759704050140749
AMD,Ensemble,0.023061509936293065,0.02986855235138187,-0.08369230644349757,0.4608150470219436,8640.730000000003,-0.23953728125216942,0.018745948043909774
AMD,XGBoost,0.024688772802488414,0.031605779427747775,-0.21341861150322106,0.4482758620689655,5528.5500000000075,-1.399780192619847,0.019041299652533136
AMZN,Random Forest,0.013273509235600408,0.0168079382998959,-0.0003722881880754425,0.5362776025236593,11813.940000000002,0.9688684327052638,0.009355678038007666
AMZN,XGBoost,0.014399369184439249,0.01790021068150046,-0.1346163758743233,0.5173501577287066,9899.989999999993,0.04622902898072055,0.01135678241299638
AMZN,Ensemble,0.013675014388467379,0.017143766345677054,-0.04074717415792595,0.5047318611987381,8528.759999999997,-0.6577396973000704,0.010747488972628201
AMZN,LSTM,0.013309519299868842,0.01682345438602588,-0.0022201087520687945,0.501577287066246,10000.0,,0.0
AMZN,Dense NN,0.015709059105566463,0.019935061257444205,-0.4072391580272767,0.4952681388012618,12752.669999999995,1.2772936538660047,0.01020900700522159
APD,LSTM,0.009518336181738267,0.011924629165148172,0.0063729257248292814,0.526813880126183,10000.0,,0.0
APD,Random Forest,0.00951961725117249,0.011901756310604705,0.01018105939502667,0.5236593059936908,13141.440000000002,1.326047865382393,0.01107567368769796
APD,Ensemble,0.009767520833052292,0.012257582242616425,-0.04988875467372389,0.49842271293375395,11833.600000000006,0.8728525572971204,0.01071729914486438
APD,Dense NN,0.010381347726514811,0.013138204701750795,-0.20616216316203473,0.4921135646687697,8463.98999999999,-0.6329957520373449,0.011549195992513387
APD,XGBoost,0.010287133047135024,0.012926305372028333,-0.16756878443283707,0.4921135646687697,11059.269999999991,0.5722800074644325,0.01027604359427523
ARM,LSTM,0.025216247037383496,0.03639239937346649,-0.0050625805739559215,0.6388888888888888,11974.699999999999,2.685203223588446,0.03375146022433353
ARM,Random Forest,0.026254993030567574,0.036982001364980456,-0.03789290946866131,0.5277777777777778,10774.060000000001,2.8684304301582944,0.012193413926109774
ARM,Dense NN,0.030858955779881736,0.041000235833829564,-0.2756878934947973,0.4444444444444444,11204.709999999997,2.739584478284123,0.01994876515500964
ARM,Ensemble,0.028302897837255123,0.03765001781222827,-0.07572706731994572,0.4166666666666667,11350.51,2.521931762024265,0.024596447737667778
ARM,XGBoost,0.030713296209023473,0.03915614610955247,-0.1635139782965942,0.3333333333333333,10620.099999999997,1.2409048682931076,0.026084842076468735
AVGO,XGBoost,0.01961183170222376,0.024093275212192535,-0.13899271988752115,0.4952978056426332,15256.377999999993,1.3293403682978993,0.01772914143236397
AVGO,Dense NN,0.02522604224709056,0.031497580446870226,-0.9466310790131878,0.4890282131661442,20111.126000000007,1.4168121652273586,0.029032818854959657
AVGO,Ensemble,0.019018586803788137,0.023542448171530388,-0.08750812711574407,0.4890282131661442,14905.162999999993,1.336340636340861,0.01650814645532403
AVGO,Random Forest,0.01885006372602186,0.023644674962150468,-0.09697305898347452,0.47335423197492166,10359.820000000002,0.23471749568759093,0.014953024953298031
AVGO,LSTM,0.017982194671240057,0.02278415224601168,-0.01857969193825837,0.445141065830721,10000.0,,0.0
BAC,XGBoost,0.011008680258603104,0.014587505338357242,-0.23898113870821747,0.5157232704402516,13294.089999999991,1.761231430597264,0.008409414086010206
BAC,Ensemble,0.010436079039291331,0.013864009752828197,-0.11912951476537748,0.48427672955974843,11331.34,0.8110065065479407,0.008389569708437012
BAC,Dense NN,0.013354234062878783,0.016718685023240077,-0.6274470624486839,0.4779874213836478,13094.630000000003,1.0852861639751692,0.013835471201226373
BAC,Random Forest,0.01021248046829528,0.013530046973420817,-0.06586265965851656,0.4779874213836478,9877.249999999996,0.047116119242696916,0.011904112045861429
BAC,LSTM,0.010115634346632553,0.013464506029858481,-0.05556137308648146,0.4748427672955975,10000.0,,0.0
BA,Dense NN,0.015557744141563343,0.019625410778610134,-0.16906151618159027,0.49363057324840764,10559.380000000006,0.29854123506592906,0.019244850032726732
BA,Random Forest,0.014464171042013385,0.01834809993994555,-0.021837994988756826,0.4713375796178344,8421.209999999995,-0.45503171565083117,0.015019790181429593
BA,Ensemble,0.014766772526442318,0.018637859922066517,-0.05436732760088492,0.4713375796178344,8255.119999999999,-0.4264746723455747,0.017150274000118593
BA,LSTM,0.014294693135742213,0.018246628260242294,-0.010566974783194016,0.4681528662420382,10000.0,,0.0
BA,XGBoost,0.015370714408241486,0.019261727557920886,-0.1261346581167455,0.4681528662420382,7701.990000000004,-0.6576095045012532,0.016660610270588436
CAT,Random Forest,0.012194440993166968,0.015929802067289486,-0.02083939185079875,0.5203761755485894,9451.46,-0.2060731312638477,0.009840584009634732
CAT,XGBoost,0.013192941213693734,0.016938128384905486,-0.15416394072270512,0.5047021943573667,13334.419999999998,1.4306654284788025,0.010691595575326271
CAT,Ensemble,0.012545618129016297,0.016241541734268977,-0.06118515455760143,0.5015673981191222,11983.919999999993,0.9047089935161755,0.011083642003757565
CAT,Dense NN,0.014923790622364026,0.018886687852683506,-0.43498798970826225,0.4827586206896552,13511.499999999998,1.2824737748381962,0.012702339658815578
CAT,LSTM,0.012184836985596569,0.015830068730534552,-0.008096859720818417,0.47962382445141066,16880.5,2.9642408308893113,0.009040800109399555
