Model,MAE,RMSE,R2,DirectionAcc,FinalPortfolio,Sharpe,Volatility
LSTM,0.010249434913545928,0.015205620296861488,0.01048945687110725,0.5648148148148148,13923.440000000004,2.2296681927592252,0.007498628415510991
Dense NN,0.011204345617600336,0.01613942961503387,-0.11477830328488414,0.5308641975308642,10472.989999999987,0.3218222855356833,0.009103259826856338
Random Forest,0.010686016079884949,0.015834850412636825,-0.07309969945776151,0.5,8969.689999999999,-0.3005232286142739,0.01310430456421884
XGBoost,0.011534331388782583,0.016788881715047242,-0.20630098307272582,0.4537037037037037,8919.02,-0.5584747532026617,0.008930862135556336
Ensemble,0.011006725086960765,0.016167486243293585,-0.11865751177512918,0.4506172839506173,7437.0100000000075,-1.1262793069197754,0.01188305299512492
