Model,MAE,RMSE,R2,DirectionAcc,FinalPortfolio,Sharpe,Volatility
Dense NN,0.018082469157552513,0.022485198195891808,-0.734269567227281,0.5233644859813084,9966.007148876204,0.0010479631237531083,0.004685143844667374
Random Forest,0.015072361076955218,0.0186487071849959,-0.19294555401609648,0.514018691588785,10266.580315280917,1.0509900539742691,0.001253648562773566
XGBoost,0.01639071202576114,0.0210502244468454,-0.5199756298918004,0.49221183800623053,9674.67373959352,-0.5714100174733199,0.002745025126104683
LightGBM,0.015865329458126277,0.019818506807123805,-0.34730221427151164,0.48909657320872274,9691.033464546208,-0.2910192694310222,0.00470447587985177
Ensemble,0.01544071092590685,0.019377724774390537,-0.288038159573619,0.48909657320872274,9903.024034488682,-0.1449994155295235,0.0028161988322725024
LSTM,0.014521332541210609,0.018220352634547018,-0.13877183996999576,0.4735202492211838,10007.137436115265,0.06496117519563571,0.007413348483522211
