Model,MAE,RMSE,R2,DirectionAccuracy,Samples,Error
LSTM,0.012068943720017754,0.018293727345079887,-0.021493190593898204,0.5046728971962616,321,
Dense NN,0.014773551209063594,0.020919590964409106,-0.3357877280720081,0.46417445482866043,321,
Random Forest,0.011947110598086107,0.018219248313518063,-0.01319253641708329,0.5825545171339563,321,
XGBoost,0.01282862012833364,0.01869550979877845,-0.06685573573039316,0.5700934579439252,321,
Ensemble,0.012001139862013116,0.0181448669663137,-0.004936565812408755,0.5887850467289719,321,
