Model,MAE,RMSE,R2,DirectionAccuracy,Samples,Error
LSTM,0.02715340731751093,0.034260437733549955,-0.0033063434138449477,0.5880503144654088,318,
Dense NN,0.030772641707277757,0.03895975266437093,-0.29741861657617474,0.4968553459119497,318,
Random Forest,0.02794039490226301,0.035148474023307015,-0.05599215713615324,0.46540880503144655,318,
XGBoost,0.030065337602731834,0.03765065046399548,-0.21169331066643338,0.49056603773584906,318,
LightGBM,0.030687798172819664,0.038333333989863855,-0.25603265118174456,0.4528301886792453,318,
Ensemble,0.029097276125768477,0.036464183242255,-0.13652952833928356,0.4528301886792453,318,
