Model,MAE,RMSE,R2,DirectionAccuracy,Samples,Error
LSTM,0.023089697141867167,0.03027887710110332,-0.007671068043240803,0.47634069400630913,317,
Dense NN,0.02660484337658923,0.03381598329025055,-0.25684956569453843,0.4952681388012618,317,
Random Forest,0.02350897479956084,0.030476608675350403,-0.020874924083994273,0.501577287066246,317,
XGBoost,0.024658467688619182,0.03160503389698244,-0.09787217909278412,0.49842271293375395,317,
LightGBM,0.024032833709565923,0.03093996815254575,-0.05215320787113398,0.526813880126183,317,
Ensemble,0.023731912258934083,0.03064659485388891,-0.03229473669465377,0.5141955835962145,317,
