Model,MAE,RMSE,R2,DirectionAccuracy,Samples,Error
LSTM,0.02159818450505242,0.030924189318821908,-0.0215225062896498,0.556923076923077,325,
Dense NN,0.022599584377285358,0.03191528290356576,-0.08804959007623148,0.5076923076923077,325,
Random Forest,0.022435693232011646,0.03156665204892331,-0.06440851244857249,0.5446153846153846,325,
XGBoost,0.023261636155594307,0.03253033176981003,-0.13038992463225307,0.5261538461538462,325,
Ensemble,0.022537455526910295,0.03168760485183195,-0.07258105118640135,0.5415384615384615,325,
