Date,TruePrice,PredictedPrice,Signal,PortfolioValue,PredictedReturn,y_true,y_pred
2025-01-14,917.23,924.9226703166962,BUY,10000.0,0.0002407467,0.006835799090740613,0.0002407467
2025-01-15,923.5,917.5938912963867,BUY,10056.43,0.00039673338,-0.0040606388738494426,0.00039673338
2025-01-16,919.75,924.1451261043549,BUY,10022.68,0.000698541,0.0254851861919001,0.000698541
2025-01-17,943.19,920.4546739161015,BUY,10233.640000000001,0.00076613197,0.004813452220655323,0.00076613197
2025-01-21,947.73,944.1910266983509,BUY,10274.5,0.0010612749,-0.0031971131018327936,0.0010612749
2025-01-22,944.7,949.1422277498245,BUY,10247.230000000001,0.0014901231,-0.0026886842383826437,0.0014901231
2025-01-23,942.16,946.1003925919533,BUY,10224.37,0.0014824248,-0.0026322492994820253,0.0014824248
2025-01-24,939.68,943.8082112407684,BUY,10202.05,0.0017493701,0.027211391111867878,0.0017493701
2025-01-27,965.25,941.5062389945983,BUY,10432.18,0.0019434685,-0.006816886816886858,0.0019434685
2025-01-28,958.67,967.3286811411381,BUY,10372.96,0.0021534988,0.005580648189679405,0.0021534988
2025-01-29,964.02,961.108557202816,BUY,10421.11,0.0025436445,0.015549469928009874,0.0025436445
2025-01-30,979.01,966.4637767624855,BUY,10556.02,0.0025349995,0.0008886528227494139,0.0025349995
2025-01-31,979.88,981.5235205233097,BUY,10563.85,0.0025673988,0.026482834632812313,0.0025673988
2025-02-03,1005.83,982.2343216466903,BUY,10797.400000000001,0.002402722,0.015937086784048926,0.002402722
2025-02-04,1021.86,1008.1985891413689,BUY,10941.67,0.0023549101,0.020570332530875257,0.0023549101
2025-02-05,1042.88,1024.754938337803,BUY,11130.850000000002,0.0028329957,0.007776541884013444,0.0028329957
2025-02-06,1050.99,1045.7932136154177,BUY,11203.84,0.0027934487,-0.006831653964357476,0.0027934487
2025-02-07,1043.81,1054.1136747121811,BUY,11139.22,0.0029721733,0.017349900844023436,0.0029721733
2025-02-10,1061.92,1046.930750761032,BUY,11302.210000000001,0.002989721,-0.0033712520717192884,0.002989721
2025-02-11,1058.34,1064.9542531776428,BUY,11269.99,0.0028573594,0.0064062588582118885,0.0028573594
2025-02-12,1065.12,1061.5908667445183,BUY,11331.009999999998,0.0030716546,0.011022232236743257,0.0030716546
2025-02-13,1076.86,1068.1593335151672,BUY,11436.67,0.0028534702,-0.004652415355756556,0.0028534702
2025-02-14,1071.85,1079.9038217473028,BUY,11391.58,0.002826627,-0.014759527919018465,0.002826627
2025-02-18,1056.03,1074.6718993246554,BUY,11249.2,0.0026327046,0.006164597596659105,0.0026327046
2025-02-19,1062.54,1058.6192764377595,BUY,11307.79,0.0024518985,-0.026079018201667692,0.0024518985
2025-02-20,1034.83,1065.4712730646133,BUY,11058.4,0.0027587,0.00019326845955380811,0.0027587
2025-02-21,1035.03,1037.4962088382244,BUY,11060.2,0.0025764548,0.000550708675110867,0.0025764548
2025-02-24,1035.6,1037.735590467453,BUY,11065.33,0.0026139938,0.019370413286983634,0.0026139938
2025-02-25,1055.66,1038.2684396266936,BUY,11245.87,0.0025767453,-0.02244093742303399,0.0025767453
2025-02-26,1031.97,1057.987116098404,BUY,11032.66,0.0022043968,-0.009942149481089513,0.0022043968
2025-02-27,1021.71,1033.9923325288296,BUY,10940.32,0.0019597337,0.026328410214248477,0.0019597337
2025-02-28,1048.61,1023.7090594661236,BUY,11182.42,0.0019565853,-0.0016784123744766344,0.0019565853
2025-03-03,1046.85,1050.4058082270622,BUY,11166.58,0.0017125717,-0.00953336199073418,0.0017125717
2025-03-04,1036.87,1048.7380121290682,BUY,11076.759999999998,0.001803527,0.01049311871304992,0.001803527
2025-03-05,1047.75,1038.7960058808326,BUY,11174.68,0.001857576,-0.07963731806251495,0.001857576
2025-03-07,964.31,1049.5956699550152,BUY,10423.72,0.0017616032,-0.031006626499777038,0.0017616032
2025-03-10,934.41,965.304013377428,BUY,10154.62,0.0010307437,-0.0041951605826136,0.0010307437
2025-03-11,930.49,934.9924601519108,BUY,10119.34,0.0006233865,-0.04284839170759491,0.0006233865
2025-03-13,890.62,930.2856242769957,SELL,9760.51,-0.00021964104,0.014933417170061247,-0.00021964104
2025-03-14,903.92,889.7022649860382,SELL,9760.51,-0.0010304605,0.0140388529958404,-0.0010304605
2025-03-17,916.61,902.0875611066817,SELL,9760.51,-0.002027201,-0.02024852445423908,-0.002027201
2025-03-18,898.05,914.5083310770989,SELL,9760.51,-0.0022928854,0.006681142475363222,-0.0022928854
2025-03-19,904.05,895.9733831316232,SELL,9760.51,-0.0023123403,-0.009568054864222075,-0.0023123403
2025-03-20,895.4,902.1660523831844,SELL,9760.51,-0.0020838855,0.015479115479115402,-0.0020838855
2025-03-21,909.26,893.7400329232215,SELL,9760.51,-0.0018538539,0.01845456745045415,-0.0018538539
2025-03-24,926.04,907.670861389637,SELL,9760.51,-0.0017477174,0.004557038572847949,-0.0017477174
2025-03-25,930.26,924.8305389976501,SELL,9760.51,-0.0013060339,-0.0005482338271021182,-0.0013060339
2025-03-26,929.75,929.374609260559,SELL,9760.51,-0.0009517886,0.009680021511158987,-0.0009517886
2025-03-27,938.75,928.7972637414932,SELL,9760.51,-0.0010247405,-0.00968308921438088,-0.0010247405
2025-03-28,929.66,937.97268897295,SELL,9760.51,-0.0008280161,0.017339672568465803,-0.0008280161
