Model,MAE,RMSE,R2,DirectionAccuracy,Samples,Error
LSTM,0.008616717588309475,0.011928770382241832,0.00987906101886793,0.52,175,
Dense NN,0.009518216752246969,0.012496788566229565,-0.0866601259661468,0.49142857142857144,175,
Random Forest,0.008885712202373348,0.012091571584086826,-0.01733126089953796,0.4514285714285714,175,
XGBoost,0.009975495336672522,0.012866006819934439,-0.15181953985533858,0.4228571428571429,175,
Ensemble,0.009254722325574366,0.01229381657827666,-0.051647867916366996,0.4514285714285714,175,
