Model,MAE,RMSE,R2,DirectionAccuracy,Samples,Error
LSTM,0.008464362328743185,0.01094002854912925,0.039117823164491305,0.5485714285714286,175,
Dense NN,0.009395462400406363,0.012228583680810154,-0.2005646365365339,0.5257142857142857,175,
Random Forest,0.008475090435130924,0.011193046568628164,-0.005842190765165123,0.5257142857142857,175,
XGBoost,0.008922516236248401,0.011730402646962236,-0.10473742376773387,0.5542857142857143,175,
Ensemble,0.008502697819071453,0.011190789716171098,-0.0054366160090766336,0.5428571428571428,175,
