Model,MAE,RMSE,R2,DirectionAccuracy,Samples,Error
LSTM,0.015355299915372978,0.022840743392126536,-0.05108319845332798,0.5277777777777778,324,
Dense NN,0.01738087396683187,0.024941498915254073,-0.25331929069655046,0.5154320987654321,324,
Random Forest,0.015700212805864155,0.023296446239797274,-0.0934425695675778,0.4722222222222222,324,
XGBoost,0.016564699363673583,0.024064819468659106,-0.16676082959712968,0.5123456790123457,324,
Ensemble,0.015866618330786664,0.02343083325376946,-0.1060941396479107,0.5092592592592593,324,
