Model,MAE,RMSE,R2,DirectionAccuracy,Samples,Error
LSTM,0.009337642956180829,0.01321622538043364,0.008221214555440892,0.4811320754716981,318,
Dense NN,0.010696360206798875,0.014938593516361743,-0.2671247161043022,0.5220125786163522,318,
Random Forest,0.009387904590552507,0.01347427098391266,-0.03088565533272436,0.5534591194968553,318,
XGBoost,0.010618145612827121,0.014803472782717965,-0.2443059018134066,0.5220125786163522,318,
Ensemble,0.0098569888620076,0.01393100135911995,-0.10195690631192544,0.5534591194968553,318,
