Model,MAE,RMSE,R2,DirectionAcc,FinalPortfolio,Sharpe,Volatility
LSTM,0.013859345475426471,0.020887879090172503,-0.0006434959644698868,0.5423728813559322,10246.74,0.2612064772993286,0.017486968704688504
XGBoost,0.013982439169421962,0.021169667453560845,-0.02782401063669071,0.5310734463276836,9859.35999999999,0.04112369623023709,0.015816057315931584
Ensemble,0.01388369996416354,0.020960372179513232,-0.007601178511266626,0.4915254237288136,9665.459999999995,-0.0692498505109823,0.01595934007197109
Dense NN,0.015058573146657591,0.021543280037473207,-0.06442322175588555,0.4858757062146893,11121.080000000002,0.776968222222062,0.014371701719439182
Random Forest,0.014032541340413585,0.02095996437276969,-0.0075619709481031805,0.4632768361581921,10259.169999999996,0.267321961483454,0.01675381996949814
