Model,MAE,RMSE,R2,DirectionAccuracy,Samples,Error
LSTM,0.0346579943225727,0.050037031233151695,-0.004219391690697627,0.5439739413680782,307,
Dense NN,0.05745036986658713,0.08103851288359958,-1.6340769626889586,0.504885993485342,307,
Random Forest,0.04063028997731367,0.05626749362149882,-0.26987412830873914,0.4527687296416938,307,
XGBoost,0.053498134209977954,0.06778361798214783,-0.8428713825130143,0.5602605863192183,307,
Ensemble,0.037072935593883145,0.05151338391905281,-0.0643530127030636,0.511400651465798,307,
