Model,MAE,RMSE,R2,DirectionAccuracy,Samples,Error
LSTM,0.007655346935952883,0.011476086715453016,-0.04505609556109036,0.4682080924855491,173,
Dense NN,0.008435434751646615,0.012041017131370731,-0.15047797515547323,0.5317919075144508,173,
Random Forest,0.007683043759753938,0.011459297739667465,-0.04200059626870756,0.5202312138728323,173,
XGBoost,0.008848400279151276,0.012483334055032764,-0.23655416669605,0.4913294797687861,173,
Ensemble,0.00806698906688651,0.011757093028820694,-0.09686169342040651,0.5028901734104047,173,
