Model,MAE,RMSE,R2,DirectionAccuracy,Samples,Error
LSTM,0.021673103202460194,0.027820492090352603,-0.02642343477631548,0.546875,320,
Dense NN,0.025382079434635118,0.030851995666144306,-0.26230257267266976,0.478125,320,
Random Forest,0.021554534312234374,0.027642779526396575,-0.01335208125698717,0.515625,320,
XGBoost,0.022612845170250747,0.029042235003044113,-0.11855415296384297,0.496875,320,
LightGBM,0.022815629894404547,0.028940362535816236,-0.11072073254722148,0.490625,320,
Ensemble,0.021977758143084964,0.028052980532062757,-0.043650209515049054,0.49375,320,
