Model,MAE,RMSE,R2,DirectionAccuracy,Samples,Error
LSTM,0.016131761625640086,0.020063948443794614,-0.058298993321833414,0.5220125786163522,318,
Dense NN,0.01735300251163112,0.02156024725787795,-0.22203332940466436,0.60062893081761,318,
Random Forest,0.017697783232399445,0.02173912939744547,-0.2423955060915881,0.42452830188679247,318,
XGBoost,0.01878387282441587,0.023104087949772045,-0.40330875547962797,0.4779874213836478,318,
LightGBM,0.018367149371899587,0.02277862774217591,-0.3640512600653565,0.46855345911949686,318,
Ensemble,0.01801182266864598,0.02220911945309516,-0.2966962551507444,0.46855345911949686,318,
