Model,MAE,RMSE,R2,DirectionAcc,FinalPortfolio,Sharpe,Volatility
Random Forest,0.0251232484397836,0.057597021992122445,0.023713900464855886,0.5718654434250765,17451.829999999987,1.3916090791383693,0.0223601890502947
LSTM,0.025359308906900555,0.05828078288740787,0.0003964229468058633,0.5382262996941896,14273.240000000003,0.8680226503027358,0.026259156114761192
Ensemble,0.025363658957880942,0.05721766861531683,0.03653184717345481,0.5290519877675841,12678.299999999996,0.7139430122364671,0.021205779424120146
XGBoost,0.02617859403404672,0.057224555129403755,0.036299914050488935,0.5259938837920489,12069.759999999998,0.6352322217915435,0.018900913854804084
Dense NN,0.06846314016839657,0.1556423544341336,-6.12906593147855,0.48623853211009177,2480.874999999998,-0.6959002221147365,0.04633215212835401
