Model,MAE,RMSE,R2,DirectionAccuracy,Samples,Error
LSTM,0.01026605703584742,0.015993599011862602,-0.00789439422327387,0.5227272727272727,176,
Dense NN,0.012745164992414152,0.01812401393259122,-0.2942894104326217,0.5170454545454546,176,
Random Forest,0.010705242144016934,0.016231109611820765,-0.038051844400997625,0.4715909090909091,176,
XGBoost,0.011435432270655329,0.01709778073483219,-0.15186639922082623,0.5284090909090909,176,
Ensemble,0.010858884460202304,0.01646079916436954,-0.06763906319376978,0.5113636363636364,176,
