Model,MAE,RMSE,R2,DirectionAccuracy,Samples,Error
LSTM,0.014534729151653224,0.01855534778759138,-0.07322867149300749,0.521875,320,
Dense NN,0.016087001569663716,0.020546629911671256,-0.3159375075007611,0.575,320,
Random Forest,0.015085401351318936,0.019169230686441878,-0.14541650362245484,0.48125,320,
XGBoost,0.015407360427413261,0.01938811892257008,-0.1717242510455379,0.5125,320,
LightGBM,0.01582318391338397,0.019748755376903106,-0.21571991038657168,0.484375,320,
Ensemble,0.01516283432824272,0.019168799486571776,-0.1453649733445188,0.5125,320,
