Model,MAE,RMSE,R2,DirectionAcc,FinalPortfolio,Sharpe,Volatility
LSTM,0.027301002580381137,0.03423988804180467,-0.10278808123066874,0.5514018691588785,12819.861682342531,1.2276315865739746,0.010803583754541865
LightGBM,0.02768127145970476,0.03473738995043952,-0.13506768499605504,0.5451713395638629,11409.142013664263,0.7980985584692735,0.009017081782514964
Random Forest,0.026608124807490186,0.033254504269858154,-0.04022754119418148,0.5327102803738317,12936.003796287543,1.2249715817352846,0.011257681617255258
Ensemble,0.027210039983869897,0.03417306425699677,-0.09848780063913765,0.5202492211838006,12046.47616620637,1.0623511767844787,0.009360593390159998
XGBoost,0.028390397017769266,0.035881884946474304,-0.21109410560198794,0.5046728971962616,11518.924378257765,0.8928057729856657,0.008514272167527797
Dense NN,0.03120791968238351,0.03999541482644586,-0.5046926617152472,0.48909657320872274,10413.663675254837,0.31462158210206265,0.008065379890965377
