Model,MAE,RMSE,R2,DirectionAccuracy,Samples,Error
LSTM,0.0065590184069300155,0.009043538362648634,0.009067523114742904,0.5114942528735632,174,
Dense NN,0.007698794486173231,0.009890629019240387,-0.18526406301662512,0.4367816091954023,174,
Random Forest,0.006748074583684122,0.009250025204057027,-0.03670006081804078,0.5,174,
XGBoost,0.007617603124661667,0.01001196959925826,-0.21452465733742399,0.46551724137931033,174,
Ensemble,0.007063646739610217,0.009423552102086787,-0.07596108450539751,0.4827586206896552,174,
