Model,MAE,RMSE,R2,DirectionAccuracy,Samples,Error
LSTM,0.013935934458268915,0.01781156604669317,-0.018060593442165596,0.5477707006369427,314,
Dense NN,0.015148018597922917,0.01939902842426624,-0.20761743588887427,0.554140127388535,314,
Random Forest,0.014706880522690742,0.018667182004481885,-0.11821918685965294,0.5222929936305732,314,
XGBoost,0.015832660983146285,0.020145355638032627,-0.3023247476226405,0.5445859872611465,314,
LightGBM,0.015186054154237004,0.01905407940013195,-0.16505212767287802,0.5063694267515924,314,
Ensemble,0.014972309440071543,0.018904730696765456,-0.14686000136878685,0.5095541401273885,314,
