Model,MAE,RMSE,R2,DirectionAcc,FinalPortfolio,Sharpe,Volatility
Random Forest Direction Classifier,,,,0.9416974169741698,,,
Dense NN,0.016213061295039924,0.03760129017597109,-0.2758453698126291,0.6826568265682657,9846.48,-0.007591517429369276,0.00431643350499762
LSTM,0.015676731764177127,0.03304118572708946,0.014846744609341656,0.5424354243542435,17304.36,0.5321272082156815,0.015795853234987056
XGBoost,0.020643065113051227,0.0357477678858089,-0.153162224242261,0.5202952029520295,17304.36,0.5321272082156815,0.015795853234987056
