Model,MAE,RMSE,R2,DirectionAccuracy,Samples,Error
LSTM,0.014187272923472842,0.028562589548376916,-0.00367809064379232,0.49714285714285716,175,
Dense NN,0.015969778032706654,0.02844452868183734,0.004601985680319887,0.52,175,
Random Forest,0.013672159315001627,0.028428215667823224,0.005743385187203853,0.5142857142857142,175,
XGBoost,0.01453303872712517,0.028984612230965268,-0.033556625049583344,0.5428571428571428,175,
Ensemble,0.013775806243419942,0.02854529339212073,-0.002462898517907819,0.5657142857142857,175,
