Model,MAE,RMSE,R2,DirectionAccuracy,Samples,Error
LSTM,0.00996598854448173,0.012488557712427545,0.004880434690527569,0.5337423312883436,326,
Dense NN,0.010919591416976489,0.01384974728560072,-0.22386747333593826,0.5030674846625767,326,
Random Forest,0.010058178413783836,0.01260944569899553,-0.014478123714825264,0.5276073619631901,326,
XGBoost,0.010573483422801755,0.013328245516945503,-0.1334351143697583,0.4754601226993865,326,
Ensemble,0.010227060046025893,0.012860379128971271,-0.05525699265249573,0.48466257668711654,326,
