Model,MAE,RMSE,R2,DirectionAcc,FinalPortfolio,Sharpe,Volatility
LSTM,0.006441927298723044,0.009888281590751195,-0.009439971423760962,0.490625,11422.660000000002,1.6844561743337565,0.004005188612999792
Ensemble,0.00931590292967875,0.012171075263734185,-0.5293142772199286,0.465625,10116.7,0.36626695708919965,0.0016341229496657252
XGBoost,0.011195097857037099,0.013879579415358263,-0.9888015933159806,0.4625,10152.54,0.5267765476236634,0.0014622706783930866
Random Forest,0.007754838459909518,0.010927927870047024,-0.2328620561525132,0.459375,10076.65,0.22201737623373952,0.001830983388352264
Dense NN,0.007891779709548638,0.011213475845802966,-0.29813347952609526,0.434375,10476.110000000013,0.4068115039487641,0.00653527279150407
