Model,MAE,RMSE,R2,DirectionAccuracy,Samples,Error
LSTM,0.012601496524459159,0.017396518147582595,-0.001570519737385201,0.5266457680250783,319,
Dense NN,0.013934174681069693,0.0191173111202857,-0.2095128317992787,0.5078369905956113,319,
Random Forest,0.01286725098822052,0.017844681490785292,-0.05383948215318446,0.47648902821316613,319,
XGBoost,0.013554893414724411,0.018344427375494642,-0.1136922142752883,0.49216300940438873,319,
Ensemble,0.012992975664813892,0.01785020357570034,-0.05449181002168024,0.4827586206896552,319,
