Model,MAE,RMSE,R2,DirectionAcc,FinalPortfolio,Sharpe,Volatility
LSTM,0.023431507673684498,0.02956632487104925,-0.022811047533431994,0.5377358490566038,14013.77895188141,2.037933874379808,0.008586656757463573
Dense NN,0.027903177423789022,0.036103213974015905,-0.5250793890059586,0.4968553459119497,11158.262257278457,0.9385247653282248,0.006169609740322013
Random Forest,0.026720671537881508,0.03405799610910304,-0.35718454104963726,0.46226415094339623,10560.154675853733,0.7208081506628743,0.003958639841420121
LightGBM,0.02778800328790157,0.035058064995977606,-0.4380586701941811,0.4528301886792453,9984.03969158174,0.021853259899821086,0.0048402381803917885
XGBoost,0.02868584519464383,0.03608282229069904,-0.5233570961727898,0.44654088050314467,9981.18362643052,0.02257564180079692,0.005148824414097944
Ensemble,0.027479201065527946,0.034696345913188584,-0.4085368033257353,0.44654088050314467,10042.992669231418,0.08343816518456576,0.0045054100688515794
