Model,MAE,RMSE,R2,DirectionAccuracy,Samples,Error
LSTM,0.018227374900862407,0.0229827082048336,-0.02483173469568234,0.5125786163522013,318,
Dense NN,0.019561458540415157,0.025019946375173668,-0.2145710016414477,0.5408805031446541,318,
Random Forest,0.018522493495676827,0.02315121487888024,-0.03991473197630846,0.5031446540880503,318,
XGBoost,0.018447588914932308,0.023455392270190535,-0.06742055081774634,0.5471698113207547,318,
LightGBM,0.01908289802233873,0.024229676085125218,-0.1390567853400002,0.5251572327044025,318,
Ensemble,0.018528739865022386,0.023342336901397007,-0.057155381205806766,0.5031446540880503,318,
