Model,MAE,RMSE,R2,DirectionAccuracy,Samples,Error
LSTM,0.016841611953729553,0.02858805292626335,-0.008411909508969861,0.5372670807453416,322,
Dense NN,0.01906604721358617,0.030164893368386392,-0.12272243240096814,0.4937888198757764,322,
Random Forest,0.016858779635785994,0.028907042582114625,-0.031041474782596445,0.5248447204968945,322,
XGBoost,0.020041696841870484,0.03214452600671679,-0.27491979300163805,0.515527950310559,322,
Ensemble,0.017918673730518205,0.030001085968930998,-0.11056187961881436,0.5124223602484472,322,
