Model,MAE,RMSE,R2,DirectionAccuracy,Samples,Error
LSTM,0.02265848735188127,0.029935786894487983,-0.06952275239283412,0.5609756097560976,41,
Dense NN,0.03016854352975143,0.0378295271922989,-0.707931693139777,0.4878048780487805,41,
Random Forest,0.023522005014472935,0.029672993005032393,-0.05082737802619475,0.4634146341463415,41,
XGBoost,0.028082676504308533,0.03552953095440464,-0.5065641166179873,0.5609756097560976,41,
Ensemble,0.02455029140842017,0.0316458943627648,-0.19520780058390885,0.5609756097560976,41,
