Model,MAE,RMSE,R2,DirectionAccuracy,Samples,Error
LSTM,0.010982757202279387,0.014963667470156048,-0.002948879963344364,0.5384615384615384,325,
Dense NN,0.012588268494385442,0.016629693654145725,-0.23871443463284514,0.4584615384615385,325,
Random Forest,0.01108761767402779,0.015111854423536072,-0.022911881595378603,0.5230769230769231,325,
XGBoost,0.011371214965991057,0.015515060654173662,-0.07822564267640475,0.5323076923076923,325,
Ensemble,0.011064962317491517,0.015129759249633374,-0.025337250297691627,0.5446153846153846,325,
