Model,MAE,RMSE,R2,DirectionAcc,FinalPortfolio,Sharpe,Volatility
Dense NN,0.012710410272960458,0.016532944384938974,-0.6669950932224962,0.5094339622641509,11026.648023803718,2.043310354913028,0.002423895229917045
LSTM,0.011009368926775082,0.013767177757648255,-0.1559092834523519,0.5,10371.563539794923,1.0493937161469995,0.0017645751104824613
XGBoost,0.012145358191042064,0.01506052686226608,-0.3832931996763367,0.4559748427672956,10382.733661926273,1.587105232220781,0.0011922148875431427
LightGBM,0.012425928371069355,0.015578654559637105,-0.48010936537351245,0.44025157232704404,10347.41480743409,1.1092474955785314,0.0015591751643759721
Ensemble,0.012281653785657787,0.015163765666799146,-0.40232294704179505,0.41509433962264153,10028.688421569826,0.32817953038137937,0.00044183563452251137
Random Forest,0.01279813548810557,0.015673140549003647,-0.4981178137452418,0.4025157232704403,10066.736039184572,0.7168056386244912,0.0004670869467902367
