Model,MAE,RMSE,R2,DirectionAccuracy,Samples,Error
LSTM,0.008714493670829975,0.011276936028837035,-0.007797746710541009,0.5233644859813084,321,
Dense NN,0.009774451013212887,0.012371052869127592,-0.212842690670336,0.5264797507788161,321,
Random Forest,0.008872087282219686,0.011485440505780323,-0.045409548348352535,0.5545171339563862,321,
XGBoost,0.011195778422815581,0.014119270605428214,-0.5798493401375491,0.48909657320872274,321,
Ensemble,0.009808598398604228,0.012452693418729495,-0.22890338782501596,0.48909657320872274,321,
