Model,MAE,RMSE,R2,DirectionAccuracy,Samples,Error
LSTM,0.007030637881099791,0.010205802932440243,-0.016404365311410762,0.5403726708074534,322,
Dense NN,0.007638952519509909,0.010885003012957337,-0.15619016968907862,0.5590062111801242,322,
Random Forest,0.007141046279109811,0.010276657902555102,-0.03056636621184361,0.4813664596273292,322,
XGBoost,0.0074974336903397155,0.010755817126885643,-0.12890912799905152,0.5434782608695652,322,
Ensemble,0.007196882340663497,0.0104112790690714,-0.057743440357675535,0.5217391304347826,322,
