Model,MAE,RMSE,R2,DirectionAccuracy,Samples,Error
LSTM,0.019776989634584876,0.07645415625079675,-1.9217373974145247e-05,0.5257142857142857,175,
Dense NN,0.16100710471928661,0.3617233060210377,-21.385104663404825,0.5085714285714286,175,
Random Forest,0.020763155091033814,0.07691902208280388,-0.012217064615635653,0.5542857142857143,175,
XGBoost,0.022554954392916552,0.07729421367250178,-0.022115826805287453,0.5314285714285715,175,
Ensemble,0.021086907387017188,0.07694789896298761,-0.012977218782797895,0.5657142857142857,175,
