Model,MAE,RMSE,R2,DirectionAcc,FinalPortfolio,Sharpe,Volatility
LightGBM,0.05173125804799615,0.06628042807798623,-0.19106008049429724,0.5375722543352601,10713.9911880951,0.45725418099872045,0.022460057361956873
Dense NN,0.057245318275147096,0.07215821019456217,-0.41167448317430577,0.5144508670520231,10278.299221839905,0.5095638176304127,0.005431227741639328
Ensemble,0.04942607163662482,0.06329329423775534,-0.08612162287369007,0.5144508670520231,11035.482523399354,0.5804697391472301,0.022181797218865682
Random Forest,0.04826410437455432,0.062234712503892266,-0.050094623807417804,0.5086705202312138,10825.769706855779,0.4986916654542992,0.022531618798137296
XGBoost,0.04992772970989591,0.06369499865178312,-0.09995197853634963,0.4913294797687861,10591.07494631196,0.4125998496086172,0.02122167404626
LSTM,0.05023156647649382,0.0650286332161797,-0.14649538730055145,0.4797687861271676,9805.228085983277,0.12153539324590824,0.025113144398610978
