Date,TruePrice,PredictedPrice,Signal,PortfolioValue,PredictedReturn,y_true,y_pred
2024-06-14,43.0,43.77582990846029,SELL,10000.0,-0.0007799610029608985,0.01465116279069778,-0.0007799610029608985
2024-06-17,43.63,42.95712721948838,SELL,10000.0,-0.0009970414072470969,0.01856520742608292,-0.0009970414072470969
2024-06-18,44.44,43.57218931452739,SELL,10000.0,-0.001325021441040848,0.022952295229523134,-0.001325021441040848
2024-06-20,45.46,44.40481212317846,SELL,10000.0,-0.0007918064091255671,0.004399472063352228,-0.0007918064091255671
2024-06-21,45.66,45.318471677509656,SELL,10000.0,-0.0031132495048469336,0.03985983355234346,-0.0031132495048469336
2024-06-24,47.48,45.26914435064978,SELL,10000.0,-0.008560132486864042,0.0008424599831509116,-0.008560132486864042
2024-06-25,47.52,47.258183846792164,SELL,10000.0,-0.0046717808173511455,-0.027146464646464755,-0.0046717808173511455
2024-06-26,46.23,47.30136188800236,SELL,10000.0,-0.004600970370320834,0.016872160934458202,-0.004600970370320834
2024-06-27,47.01,46.15853611394585,SELL,10000.0,-0.001545833572445259,0.003616251861306096,-0.001545833572445259
2024-06-28,47.18,46.72761715669757,SELL,10000.0,-0.0060068675452547675,-0.012717253073336154,-0.0060068675452547675
2024-07-01,46.58,47.0141538952856,SELL,10000.0,-0.0035151781414666933,0.002361528553026959,-0.0035151781414666933
2024-07-02,46.69,46.8745016436514,BUY,10000.0,0.006322491276328983,0.013279074748340223,0.006322491276328983
2024-07-03,47.31,46.57991180763093,SELL,10119.04,-0.0023578537667394957,-0.02473050095117313,-0.0023578537667394957
2024-07-05,46.14,47.06179093897662,SELL,10119.04,-0.0052464396749816065,0.0021673168617251104,-0.0052464396749816065
2024-07-08,46.24,45.94896379828275,SELL,10119.04,-0.0041403598118174,-0.02249134948096887,-0.0041403598118174
2024-07-09,45.2,46.2491688245644,BUY,10119.04,0.00019828772846876324,0.001769911504424737,0.00019828772846876324
2024-07-10,45.28,44.951102855182235,SELL,10135.12,-0.0055065740003930755,0.020097173144876246,-0.0055065740003930755
2024-07-11,46.19,45.29426414183996,BUY,10135.12,0.00031502080035245185,0.004979432777657555,0.00031502080035245185
2024-07-12,46.42,46.147531949827126,SELL,10180.43,-0.0009194208740608055,0.033175355450236976,-0.0009194208740608055
2024-07-15,47.96,46.238089175004376,SELL,10180.43,-0.0039188027788802935,0.01584653878231856,-0.0039188027788802935
2024-07-16,48.72,47.884721235417814,SELL,10180.43,-0.001569615608469292,0.003694581280788256,-0.001569615608469292
2024-07-17,48.9,48.67684667647397,SELL,10180.43,-0.0008857414516836438,-0.0036809815950920033,-0.0008857414516836438
2024-07-18,48.72,48.658828687770416,SELL,10180.43,-0.004931928675451512,0.019499178981937648,-0.004931928675451512
2024-07-19,49.67,48.77916574600684,BUY,10180.43,0.0012144036536707028,-0.004630561707268055,0.0012144036536707028
2024-07-22,49.44,49.82730208506235,BUY,10138.109999999999,0.0031669435285353,-0.007888349514563076,0.0031669435285353
2024-07-23,49.05,49.4064607281461,SELL,10066.349999999999,-0.000678383330378129,-0.02079510703363907,-0.000678383330378129
2024-07-24,48.03,49.102034347603485,BUY,10066.349999999999,0.001060842968470596,0.004164064126587429,0.001060842968470596
2024-07-25,48.23,47.94863326553521,SELL,10103.949999999999,-0.0016940815004121616,0.012440389798880291,-0.0016940815004121616
2024-07-26,48.83,47.92800291464687,SELL,10103.949999999999,-0.006261602433197778,-0.019864837190251894,-0.006261602433197778
2024-07-29,47.86,48.72433101376717,SELL,10103.949999999999,-0.002164017739767152,-0.005223568742164675,-0.002164017739767152
2024-07-30,47.61,47.95939927370565,BUY,10103.949999999999,0.0020768757564907925,0.014282713715605857,0.0020768757564907925
2024-07-31,48.29,47.66875275851044,BUY,10233.829999999998,0.0012340423967748136,-0.033754400496997405,0.0012340423967748136
2024-08-01,46.66,48.05977130562455,SELL,9922.499999999998,-0.004767626721380249,-0.03707672524646377,-0.004767626721380249
2024-08-02,44.93,46.56030832606876,SELL,9922.499999999998,-0.0021365553778662965,-0.025817939016247404,-0.0021365553778662965
2024-08-05,43.77,44.79573786532173,SELL,9922.499999999998,-0.002988251383891957,-0.008453278501256656,-0.002988251383891957
2024-08-06,43.4,43.456344910438126,SELL,9922.499999999998,-0.007165983311900331,-0.01244239631336408,-0.007165983311900331
2024-08-07,42.86,43.4156415099239,BUY,9922.499999999998,0.00036040345446781887,0.019365375641623883,0.00036040345446781887
2024-08-08,43.69,42.872256431700464,BUY,10095.14,0.0002859643420546817,-0.003204394598306237,0.0002859643420546817
2024-08-09,43.55,43.61960647017631,SELL,10066.019999999999,-0.001611204619448099,0.008036739380022917,-0.001611204619448099
2024-08-12,43.9,43.27139437852862,SELL,10066.019999999999,-0.0063973736273566055,-0.002961275626423566,-0.0063973736273566055
2024-08-13,43.77,43.921709982502655,BUY,10066.019999999999,0.0004945326310399257,0.00022846698652045916,0.0004945326310399257
2024-08-14,43.78,43.72712406353742,SELL,10068.079999999998,-0.0009795735997848488,0.028780264961169477,-0.0009795735997848488
2024-08-15,45.04,43.69073502230543,SELL,10068.079999999998,-0.002038944214129098,-0.005772646536412074,-0.002038944214129098
2024-08-16,44.78,44.85134705425208,SELL,10068.079999999998,-0.0041885645148294045,0.012952210808396591,-0.0041885645148294045
2024-08-19,45.36,44.60209869749292,SELL,10068.079999999998,-0.003972784781310448,-0.029320987654320896,-0.003972784781310448
2024-08-20,44.03,45.2792904623821,SELL,10068.079999999998,-0.0017793107940453237,0.0038610038610038533,-0.0017793107940453237
2024-08-21,44.2,44.001093628644654,SELL,10068.079999999998,-0.000656515361238886,-0.0018099547511313265,-0.000656515361238886
2024-08-22,44.12,43.928869741171034,SELL,10068.079999999998,-0.006134168751786585,0.022665457842248493,-0.006134168751786585
2024-08-23,45.12,44.11723244295114,HOLD,10068.079999999998,-6.272794761683163e-05,0.010638297872340496,-6.272794761683163e-05
2024-08-26,45.6,45.186872066450576,BUY,10068.079999999998,0.0014820936713337682,-0.012280701754386003,0.0014820936713337682
2024-08-27,45.04,45.83406251611602,BUY,9957.199999999997,0.005132949914825034,-0.02886323268206037,0.005132949914825034
2024-08-28,43.74,44.922761198073836,SELL,9699.799999999997,-0.002602992937969807,0.010059442158207643,-0.002602992937969807
2024-08-29,44.18,43.792805751634134,BUY,9699.799999999997,0.0012072645549641534,-0.004300588501584324,0.0012072645549641534
2024-08-30,43.99,44.093368543817924,SELL,9662.369999999999,-0.001960874970169302,-0.038645146624232796,-0.001960874970169302
2024-09-03,42.29,44.1731244879763,BUY,9662.369999999999,0.004162866287253834,-0.02293686450697563,0.004162866287253834
2024-09-04,41.32,42.27243125785507,SELL,9463.519999999999,-0.0004154349052951079,-0.002420135527589573,-0.0004154349052951079
2024-09-05,41.22,41.41821894909588,BUY,9463.519999999999,0.002377031681894462,-0.014556040756914192,0.002377031681894462
2024-09-06,40.62,41.27901026441433,BUY,9339.919999999998,0.001431593023152021,-0.005169867060561328,0.001431593023152021
2024-09-09,40.41,40.40991298052876,SELL,9296.659999999998,-0.005172009341980287,-0.020292006928977813,-0.005172009341980287
2024-09-10,39.59,40.531747907459525,BUY,9296.659999999998,0.0030128163192162417,-0.0005051780752716172,0.0030128163192162417
2024-09-11,39.57,39.688122351880416,BUY,9292.439999999997,0.0024784630432030325,0.005812484205205859,0.0024784630432030325
2024-09-12,39.8,39.58243038986092,BUY,9340.969999999996,0.00031413671622220916,0.004020100502512668,0.00031413671622220916
2024-09-13,39.96,39.70376718787742,SELL,9374.729999999996,-0.002417909852326046,0.011011011011010874,-0.002417909852326046
2024-09-16,40.4,39.919953080772686,SELL,9374.729999999996,-0.001002175155838632,0.027227722772277255,-0.001002175155838632
2024-09-17,41.5,40.28252641194238,SELL,9374.729999999996,-0.002907762080634262,-0.0019277108433733983,-0.002907762080634262
2024-09-18,41.42,41.4186758586844,SELL,9374.729999999996,-0.001959617863026418,0.032110091743119185,-0.001959617863026418
2024-09-19,42.75,41.529265490563404,BUY,9374.729999999996,0.002637988666426852,-0.007953216374269045,0.002637988666426852
2024-09-20,42.41,42.76881537588437,BUY,9307.749999999995,0.00044012575168126235,0.011553878802169404,0.00044012575168126235
2024-09-23,42.9,42.4168562313708,BUY,9404.279999999995,0.0001616654414243598,0.0018648018648017572,0.0001616654414243598
2024-09-24,42.98,42.97261954738815,BUY,9420.039999999995,0.001692763342381108,-0.02722196370404828,0.001692763342381108
2024-09-25,41.81,42.99632137776385,BUY,9189.549999999996,0.0003797435496474906,-0.01530734274097112,0.0003797435496474906
2024-09-26,41.17,42.023170535463976,BUY,9063.469999999998,0.00509855382597406,0.027204274957493224,0.00509855382597406
2024-09-27,42.29,41.42637920910246,BUY,9284.109999999995,0.006227330801614178,-0.008039725703475886,0.006227330801614178
2024-09-30,41.95,42.162379792234525,SELL,9217.129999999997,-0.0030177396019266814,0.028367103694874718,-0.0030177396019266814
2024-10-01,43.14,41.80456796340153,SELL,9217.129999999997,-0.00346679467457622,0.018544274455261966,-0.00346679467457622
2024-10-02,43.94,42.91211258112341,SELL,9217.129999999997,-0.0052825085506859075,0.021620391442876752,-0.0052825085506859075
2024-10-03,44.89,43.97064795121938,BUY,9217.129999999997,0.0006974954760897535,0.012697705502338952,0.0006974954760897535
2024-10-04,45.46,44.73162665098377,SELL,9322.009999999997,-0.003528031833731954,0.00285965684117917,-0.003528031833731954
2024-10-07,45.59,45.65631543717796,BUY,9322.009999999997,0.004318421407346137,-0.03180522044307965,0.004318421407346137
2024-10-08,44.14,45.48277040308381,SELL,9055.209999999995,-0.002352042046856525,0.0015858631626641806,-0.002352042046856525
2024-10-09,44.21,44.08476206360285,SELL,9055.209999999995,-0.0012514258359118736,0.008821533589685515,-0.0012514258359118736
2024-10-10,44.6,44.62947752099347,BUY,9055.209999999995,0.009488294978363898,0.004035874439461962,0.009488294978363898
2024-10-11,44.78,44.62024878622276,BUY,9087.969999999996,0.00045400865970308794,-0.0017865118356408252,0.00045400865970308794
2024-10-14,44.7,44.81255614946207,BUY,9073.409999999996,0.0007270243292110461,-0.03914988814317677,0.0007270243292110461
2024-10-15,42.95,44.78987868374189,BUY,8754.909999999996,0.002010708808543273,0.016996507566938268,0.002010708808543273
2024-10-16,43.68,42.8899134656469,SELL,8887.769999999997,-0.001398987994251556,0.007097069597069572,-0.001398987994251556
2024-10-17,43.99,43.63906572080108,SELL,8887.769999999997,-0.0009371400915504328,-0.04705614912480105,-0.0009371400915504328
2024-10-18,41.92,44.037717203462314,BUY,8887.769999999997,0.0010847284260584345,0.012166030534351169,0.0010847284260584345
2024-10-21,42.43,41.84146906355219,SELL,8984.669999999996,-0.0018733524915985715,-0.011784115012962504,-0.0018733524915985715
2024-10-22,41.93,42.23341289240222,SELL,8984.669999999996,-0.0046332101719958095,0.004769854519437233,-0.0046332101719958095
2024-10-23,42.13,41.775702344985255,SELL,8984.669999999996,-0.0036798868355530714,-0.02088772845953013,-0.0036798868355530714
2024-10-24,41.25,42.020700581760536,SELL,8984.669999999996,-0.0025943370101938557,0.011878787878787822,-0.0025943370101938557
