Model,MAE,RMSE,R2,DirectionAccuracy,Samples,Error
LSTM,0.023357390813632552,0.030976104226068127,-0.027307769938496484,0.550314465408805,318,
Dense NN,0.027969089886109202,0.036061447461722525,-0.39230149221667343,0.5188679245283019,318,
Random Forest,0.023451860289544903,0.030807145264560118,-0.016131446622550616,0.5377358490566038,318,
XGBoost,0.025063339540388994,0.032594102323061376,-0.13743091548606468,0.5188679245283019,318,
LightGBM,0.02525471561545003,0.033289850160209855,-0.18650796997037333,0.5220125786163522,318,
Ensemble,0.02412994021449392,0.03176883567759068,-0.08056171376411281,0.559748427672956,318,
