Model,MAE,RMSE,R2,DirectionAccuracy,Samples,Error
LSTM,0.025781503329051447,0.03628408880963148,0.004401181596417669,0.484472049689441,322,
Dense NN,0.027269022361834743,0.03744214513599195,-0.0601647859409884,0.4968944099378882,322,
Random Forest,0.02589304548042774,0.03654331465712364,-0.00987542719808765,0.515527950310559,322,
XGBoost,0.026612312042992584,0.03728950944223326,-0.05153872280087857,0.5403726708074534,322,
Ensemble,0.02586620079329379,0.036527274637025244,-0.008989089037446885,0.5341614906832298,322,
