Model,MAE,RMSE,R2,DirectionAcc,FinalPortfolio,Sharpe,Volatility
Dense NN,0.018446189458109958,0.024227423963465246,-0.5847005814861701,0.48606811145510836,10077.610000000006,0.1395887428295604,0.014222566035679752
Ensemble,0.013846431426063257,0.01999041451202571,-0.07888793850197562,0.48297213622291024,10849.729999999992,0.4595623739939079,0.01069339272737296
Random Forest,0.013576620921961557,0.01967188630404783,-0.044779758897117716,0.47987616099071206,10301.02,0.26316155528205515,0.007050293812075317
LSTM,0.013560516640681823,0.019477467987093915,-0.02423057770999182,0.46439628482972134,10028.410000000002,0.1156973342691539,0.013284790703814093
XGBoost,0.014998574159984618,0.021007537700533332,-0.1914698088031508,0.4582043343653251,9498.16000000001,-0.11569571232194906,0.012054344673562287
