Model,MAE,RMSE,R2,DirectionAccuracy,Samples,Error
LSTM,0.01672188214364871,0.02111788785078363,0.010661608655759935,0.5611285266457681,319,
Dense NN,0.018675196253242866,0.02324101977812927,-0.19826883568625275,0.47962382445141066,319,
Random Forest,0.017092884555755156,0.021444919094129305,-0.020217404364582414,0.48589341692789967,319,
XGBoost,0.018109740291455845,0.022531431349975397,-0.12621541590526575,0.5329153605015674,319,
LightGBM,0.019189452984975885,0.023461997017134438,-0.22116361078660352,0.4608150470219436,319,
Ensemble,0.01772566362947739,0.021887635619159063,-0.06277567097078451,0.4890282131661442,319,
