Model,MAE,RMSE,R2,DirectionAcc,FinalPortfolio,Sharpe,Volatility
LSTM,0.011201206718676972,0.01835354649857076,-0.006117164540872633,0.5123456790123457,13349.800000000003,1.189704305493183,0.013072017741586518
XGBoost,0.012692959001757454,0.01963991767718691,-0.1520939379312456,0.4876543209876543,11561.330000000013,0.6680274624875073,0.012655192575967002
Dense NN,0.014932793947428443,0.021057976847951798,-0.32446916850194985,0.48148148148148145,12883.63999999999,1.8106405935699836,0.007093529014609652
Ensemble,0.01204321521754417,0.019029378183882038,-0.08157778820429828,0.4691358024691358,10473.800000000012,0.28328281971686686,0.012783115580643453
Random Forest,0.011725668277152214,0.018841689088407283,-0.06034753610993948,0.46296296296296297,11181.299999999996,0.5886597957753409,0.010909314249095787
