Date,TruePrice,PredictedPrice,Signal,PortfolioValue,PredictedReturn,y_true,y_pred
2024-06-12,160.24,153.60640376091004,SELL,10000.0,-0.03367888,-0.0021218172740888885,-0.03367888
2024-06-13,159.9,160.35304620742798,BUY,10000.0,0.0007054584,-0.0016885553470920023,0.0007054584
2024-06-14,159.63,158.95018125772478,SELL,9984.88,-0.005940094,-0.007705318549144802,-0.005940094
2024-06-17,158.4,155.98390440165997,SELL,9984.88,-0.022840941,-0.023800505050505127,-0.022840941
2024-06-18,154.63,154.73336620330812,SELL,9984.88,-0.023147944,0.04623941020500544,-0.023147944
2024-06-20,161.78,151.08501210451126,SELL,9984.88,-0.022925606,-0.0033996785758437778,-0.022925606
2024-06-21,161.23,157.8152887105942,SELL,9984.88,-0.02450683,-0.006078273274204515,-0.02450683
2024-06-24,160.25,157.24846694529055,SELL,9984.88,-0.024694715,0.0,-0.024694715
2024-06-25,160.25,159.0143801867962,SELL,9984.88,-0.0077105616,-0.016911076443057782,-0.0077105616
2024-06-26,157.54,156.7402673959732,SELL,9984.88,-0.021901628,0.012250856925225317,-0.021901628
2024-06-27,159.47,156.1902647638321,SELL,9984.88,-0.008567578,0.017181915093748,-0.008567578
2024-06-28,162.21,155.85591281890868,SELL,9984.88,-0.022663092,-0.027865113124961538,-0.022663092
2024-07-01,157.69,157.18363346099855,SELL,9984.88,-0.03098678,0.04198110216247075,-0.03098678
2024-07-02,164.31,156.54976286768914,SELL,9984.88,-0.007230899,-0.002495283305946061,-0.007230899
2024-07-03,163.9,158.28482585728167,SELL,9984.88,-0.03666955,0.04881025015253204,-0.03666955
2024-07-05,171.9,159.81683532595636,SELL,9984.88,-0.02491255,0.03949970913321699,-0.02491255
2024-07-08,178.69,169.47445532083512,SELL,9984.88,-0.014110207,-0.008898091667133068,-0.014110207
2024-07-09,177.1,177.54510785222053,SELL,9984.88,-0.0064071636,0.03873517786561265,-0.0064071636
2024-07-10,183.96,174.3564367890358,SELL,9984.88,-0.015491593,-0.01098064796694942,-0.015491593
2024-07-11,181.94,181.55137980222702,SELL,9984.88,-0.0130931875,-0.0018137847642079041,-0.0130931875
2024-07-12,181.61,182.6494885444641,BUY,9984.88,0.0038995235,-0.009801222399647647,0.0038995235
2024-07-15,179.83,177.64809089481832,SELL,9897.659999999998,-0.021815464,-0.11344047155646995,-0.021815464
2024-07-17,159.43,175.38897326767446,SELL,9897.659999999998,-0.024695685,-0.0229567835413661,-0.024695685
2024-07-18,155.77,157.03624310791494,SELL,9897.659999999998,-0.015014467,-0.026898632599345218,-0.015014467
2024-07-19,151.58,156.4108427321911,BUY,9897.659999999998,0.0041140774,0.028301886792452713,0.0041140774
2024-07-22,155.87,149.2915120828152,SELL,10146.479999999998,-0.015097567,-0.01199717713479187,-0.015097567
2024-07-23,154.0,155.58169484615325,SELL,10146.479999999998,-0.0018496444,-0.06084415584415593,-0.0018496444
2024-07-24,144.63,152.2277239561081,SELL,10146.479999999998,-0.011508304,-0.04362856945308724,-0.011508304
2024-07-25,138.32,142.91606561779975,SELL,10146.479999999998,-0.011850463,0.012073452862926715,-0.011850463
2024-07-26,139.99,138.9042062950134,BUY,10146.479999999998,0.004223572,-0.001714408172012405,0.004223572
2024-07-29,139.75,139.13594433009627,SELL,10130.879999999997,-0.006100834,-0.009373881932021488,-0.006100834
2024-07-30,138.44,140.2180486023426,BUY,10130.879999999997,0.0033492127,0.04362900895694888,0.0033492127
2024-07-31,144.48,140.24426000118257,BUY,10523.479999999996,0.013032738,-0.08264119601328901,0.013032738
2024-08-01,132.54,144.27648018836973,SELL,9747.379999999997,-0.0014086599,-0.00030179568432164806,-0.0014086599
2024-08-02,132.5,134.7297218942642,BUY,9747.379999999997,0.016521174,0.01750943396226412,0.016521174
2024-08-05,134.82,131.85677081346512,SELL,9900.499999999996,-0.0048545604,-0.034416258715324055,-0.0048545604
2024-08-06,130.18,137.89718650102614,BUY,9900.499999999996,0.022824412,-0.01159932401290531,0.022824412
2024-08-07,128.67,133.9918187236786,BUY,9797.819999999996,0.029281124,0.0594544182793193,0.029281124
2024-08-08,136.32,132.38241570711133,BUY,10318.019999999997,0.02885218,-0.01503814553990601,0.02885218
2024-08-09,134.27,138.2602416229248,BUY,10178.619999999997,0.014233006,0.01861920011916296,0.014233006
2024-08-12,136.77,135.89850598573685,BUY,10348.619999999997,0.0121285785,0.03187833589237399,0.0121285785
2024-08-13,141.13,138.57310381293297,BUY,10645.099999999997,0.013183498,-0.0026925529653510916,0.013183498
2024-08-14,140.75,139.51969857871532,SELL,10619.259999999997,-0.011410049,0.04696269982238022,-0.011410049
2024-08-15,147.36,138.48002544045448,SELL,10619.259999999997,-0.016127715,0.008143322475570036,-0.016127715
2024-08-16,148.56,145.02518609046936,SELL,10619.259999999997,-0.01584428,0.04523424878836834,-0.01584428
2024-08-19,155.28,145.8389527988434,SELL,10619.259999999997,-0.01831614,0.007212776919113928,-0.01831614
2024-08-20,156.4,153.13752084732056,SELL,10619.259999999997,-0.013797545,0.009015345268542196,-0.013797545
2024-08-21,157.81,156.00423674583436,SELL,10619.259999999997,-0.0025304793,-0.03871744502883223,-0.0025304793
2024-08-22,151.7,158.4418526828289,BUY,10619.259999999997,0.0040038787,0.021621621621621623,0.0040038787
2024-08-23,154.98,147.72021616101264,SELL,10825.899999999998,-0.02623455,-0.032197702929410155,-0.02623455
2024-08-26,149.99,152.89563497900963,SELL,10825.899999999998,-0.013449243,0.0034002266817787508,-0.013449243
2024-08-27,150.5,146.372897849679,SELL,10825.899999999998,-0.0241156,-0.02750830564784046,-0.0241156
2024-08-28,146.36,149.3687034547329,SELL,10825.899999999998,-0.0075169033,-0.005944247062038888,-0.0075169033
2024-08-29,145.49,143.93473165512086,SELL,10825.899999999998,-0.016570538,0.021101106605264874,-0.016570538
2024-08-30,148.56,139.7693430262804,SELL,10825.899999999998,-0.03931992,-0.0782175551965536,-0.03931992
2024-09-03,136.94,146.5984877872467,SELL,10825.899999999998,-0.013203519,0.028698700160654456,-0.013203519
2024-09-04,140.87,135.1759805190563,SELL,10825.899999999998,-0.012881712,-0.010151203237027118,-0.012881712
2024-09-05,139.44,139.48760759770872,SELL,10825.899999999998,-0.009813227,-0.036503155479059135,-0.009813227
2024-09-06,134.35,134.42884341716766,SELL,10825.899999999998,-0.035937726,0.028284331968738474,-0.035937726
2024-09-09,138.15,132.51219061613082,SELL,10825.899999999998,-0.013679237,0.03394860658704313,-0.013679237
2024-09-10,142.84,133.79936444163323,SELL,10825.899999999998,-0.031492136,0.04914589750770104,-0.031492136
2024-09-11,149.86,139.34118448257448,SELL,10825.899999999998,-0.024494655,0.006072334178566674,-0.024494655
2024-09-12,150.77,146.0131128680706,SELL,10825.899999999998,-0.025669878,0.010214233600848832,-0.025669878
2024-09-13,152.31,149.13723503291607,SELL,10825.899999999998,-0.010829512,-0.0015100781301292665,-0.010829512
2024-09-16,152.08,148.45325759589673,SELL,10825.899999999998,-0.025321646,-0.008285113098369434,-0.025321646
2024-09-17,150.82,146.07799808979036,SELL,10825.899999999998,-0.039466105,-0.016774963532687925,-0.039466105
