Model,MAE,RMSE,R2,DirectionAccuracy,Samples,Error
LSTM,0.00937661145894758,0.011973414017995789,0.023454646684900826,0.6056782334384858,317,
Dense NN,0.011374305918770462,0.014651094875020596,-0.4621656585889877,0.5331230283911672,317,
Random Forest,0.010589276804758125,0.013212296738527538,-0.18908542621999724,0.4416403785488959,317,
XGBoost,0.010566790919483324,0.01354390090225765,-0.2495221325967507,0.48264984227129337,317,
LightGBM,0.01123226121251403,0.014107312112354106,-0.3556418512388886,0.47318611987381703,317,
Ensemble,0.010662089682056109,0.013424010618415003,-0.22749856248845557,0.47003154574132494,317,
