Model,MAE,RMSE,R2,DirectionAcc,FinalPortfolio,Sharpe,Volatility
LSTM,0.02365812901286945,0.028832499251366005,-0.07375841189800081,0.51875,11376.484955726624,0.9836233849488909,0.006924332823030278
Dense NN,0.028640265038173313,0.03459363369403579,-0.5457325955059107,0.453125,11460.896483573935,1.2889501479128633,0.005457397427988659
Random Forest,0.025196514874261312,0.03056364664451557,-0.20656949294107663,0.446875,10884.778895233158,0.8562747880663946,0.005190831731925783
Ensemble,0.025487124033604407,0.031063016907880978,-0.24631914517476217,0.44375,10968.124989135746,1.128737325525252,0.004209787707381545
XGBoost,0.026389136321397378,0.03241894707749646,-0.35749991546064064,0.4375,10885.9683123932,1.0760450590837534,0.004058924350984896
LightGBM,0.02592224640050317,0.031609989356071996,-0.2905971433795391,0.4375,11067.857329666149,1.4577257431447574,0.0035317453283118493
