Model,MAE,RMSE,R2,DirectionAccuracy,Samples,Error
LSTM,0.02440063588618539,0.03140260142593065,-0.015980650359376458,0.5253164556962026,316,
Dense NN,0.030054543622568996,0.03794808884906104,-0.4836586749671139,0.5253164556962026,316,
Random Forest,0.025051303209708168,0.031681063414324064,-0.034078918502661315,0.5506329113924051,316,
XGBoost,0.026801098296230643,0.03373625620053295,-0.17259477608568208,0.5411392405063291,316,
LightGBM,0.02657409157428292,0.033768765757581275,-0.17485578001868762,0.5474683544303798,316,
Ensemble,0.025365161006153686,0.032328212167228955,-0.07675663887043971,0.5537974683544303,316,
