Model,MAE,RMSE,R2,DirectionAccuracy,Samples,Error
LSTM,0.011239244872216335,0.0157735697672873,0.032032286074201055,0.5170454545454546,176,
Dense NN,0.01362208931148545,0.017930601667985678,-0.2508078991399134,0.4715909090909091,176,
Random Forest,0.011279147928240574,0.01603156104123541,0.00010933054236961226,0.5454545454545454,176,
XGBoost,0.01157618813206469,0.016295606784861704,-0.03309905166097926,0.5227272727272727,176,
Ensemble,0.011297522561006274,0.016048194929008237,-0.0019666616354288013,0.5227272727272727,176,
