Model,MAE,RMSE,R2,DirectionAcc,FinalPortfolio,Sharpe,Volatility
LSTM,0.015621462969204485,0.024003612604119814,-0.005613221086191222,0.4943181818181818,10984.97,0.7180474903739265,0.014014285476980238
Dense NN,0.017561397691061357,0.025786155337488577,-0.1605155005497414,0.4659090909090909,9496.890000000001,-0.16036551281529024,0.016009294242602095
Random Forest,0.016043502096131625,0.024413306203050114,-0.04023378065174321,0.4375,8026.26,-1.2519869628432745,0.01450820402814106
Ensemble,0.016806558473773308,0.025018720975602544,-0.09246608561314917,0.375,6986.254999999995,-1.7225151452346574,0.017425295709803182
XGBoost,0.017799565366128704,0.02595779128694743,-0.17601599541087953,0.35795454545454547,6623.875,-1.9479204416259204,0.017827086456530652
