Model,MAE,RMSE,R2,DirectionAcc,FinalPortfolio,Sharpe,Volatility
LSTM,0.024468356136387256,0.030589132295408737,-0.0008139329000782514,0.565625,15770.380394775388,1.6725229184409445,0.014553671727222342
LightGBM,0.028433623225077188,0.03551293579353379,-0.3489385917667165,0.475,11075.6447336731,1.1718662360289729,0.00447300129987661
XGBoost,0.029871301353427682,0.037061216728678945,-0.4691237297610451,0.46875,9912.904477157605,-0.09635858638032423,0.0035046395174316756
Dense NN,0.0335068142139068,0.04249635324816818,-0.9316229382780048,0.453125,11480.32772312928,2.7254710027033737,0.002539741338140862
Ensemble,0.027630527156340824,0.034365698443904774,-0.2631920303819202,0.440625,9902.406467315679,-0.07710748217012867,0.004365684992573335
Random Forest,0.02608173083252807,0.03239307505923996,-0.12233726205891426,0.425,9710.158202484137,-0.20324679327028097,0.005859373660762631
