Model,MAE,RMSE,R2,DirectionAccuracy,Samples,Error
LSTM,0.01321048938320703,0.01972386525050531,-0.023728219117269633,0.4984423676012461,321,
Dense NN,0.014675441836168757,0.02093133244907422,-0.1529072553754598,0.5077881619937694,321,
Random Forest,0.013861218841189973,0.020193887601912684,-0.0731007303010327,0.4766355140186916,321,
XGBoost,0.01568114006644698,0.02193665085534163,-0.2663135884619756,0.4672897196261682,321,
Ensemble,0.014476927764393332,0.020816927048796702,-0.14033869544532207,0.4766355140186916,321,
